condition_id,method,bit_width,seed,dataset,layer,head,normalized_key_mse,original_key_mse,original_key_relative_mse
learned_b4_s29,learned,4,29,wikitext,3,6,6.479488183686044e-05,0.02956997137516737,0.00828572228372051
learned_b4_s29,learned,4,29,wikitext,3,7,6.306707109615672e-05,0.038564637303352356,0.008066487886041328
learned_b4_s29,learned,4,29,wikitext,4,0,6.454063441196922e-05,0.024763038847595453,0.008253284852696429
learned_b4_s29,learned,4,29,wikitext,4,1,6.425258470699191e-05,0.03900786954909563,0.008216224996789808
learned_b4_s29,learned,4,29,wikitext,4,2,6.388886504282709e-05,0.03146936744451523,0.008165331498291982
learned_b4_s29,learned,4,29,wikitext,4,3,6.372378265950829e-05,0.04433349706232548,0.008153124515225206
learned_b4_s29,learned,4,29,wikitext,4,4,6.558680252055638e-05,0.03917928226292133,0.008395271469801218
learned_b4_s29,learned,4,29,wikitext,4,5,6.380928607541136e-05,0.02535137813538313,0.008160020474512086
learned_b4_s29,learned,4,29,wikitext,4,6,6.286426651058719e-05,0.03412004932761192,0.00804600634457825
learned_b4_s29,learned,4,29,wikitext,4,7,6.512696199933998e-05,0.03360555972903967,0.008337008527113752
learned_b4_s29,learned,4,29,wikitext,5,0,6.462471901613753e-05,0.03581040073186159,0.008275014473728231
learned_b4_s29,learned,4,29,wikitext,5,1,6.598517029487994e-05,0.03629686590284109,0.008446121842128933
learned_b4_s29,learned,4,29,wikitext,5,2,6.783824028389063e-05,0.03391123656183481,0.008712855075679104
learned_b4_s29,learned,4,29,wikitext,5,3,6.407040746125858e-05,0.037488652393221855,0.00820655909093661
learned_b4_s29,learned,4,29,wikitext,5,4,6.510284038085956e-05,0.031842513009905815,0.008316374602273097
learned_b4_s29,learned,4,29,wikitext,5,5,6.473790926975198e-05,0.02818989520892501,0.00828671184567744
learned_b4_s29,learned,4,29,wikitext,5,6,6.252438288356643e-05,0.035404738038778305,0.00799043774694311
learned_b4_s29,learned,4,29,wikitext,5,7,6.395484342647251e-05,0.037698280066251755,0.008184313242516459
learned_b4_s29,learned,4,29,wikitext,6,0,6.46880598651478e-05,0.034590271301567554,0.008271683399672223
learned_b4_s29,learned,4,29,wikitext,6,1,6.456739720306359e-05,0.04071877617388964,0.008257776347175854
learned_b4_s29,learned,4,29,wikitext,6,2,6.442674748541322e-05,0.045160447247326374,0.008237076342344994
learned_b4_s29,learned,4,29,wikitext,6,3,6.366485831676982e-05,0.03572536539286375,0.008150768031032233
learned_b4_s29,learned,4,29,wikitext,6,4,6.334113641059957e-05,0.0398707976564765,0.008103514239047552
learned_b4_s29,learned,4,29,wikitext,6,5,6.519556882267352e-05,0.038733577355742455,0.0083341627045056
learned_b4_s29,learned,4,29,wikitext,6,6,6.528292396978941e-05,0.027479850221425295,0.008349400460581694
learned_b4_s29,learned,4,29,wikitext,6,7,6.531473627546802e-05,0.042422015219926834,0.008358542756885237
learned_b4_s29,learned,4,29,wikitext,7,0,6.427840162359644e-05,0.04195067659020424,0.008223007261112376
learned_b4_s29,learned,4,29,wikitext,7,1,6.403070437954739e-05,0.03775484208017588,0.008182373523800334
learned_b4_s29,learned,4,29,wikitext,7,2,6.514161759696435e-05,0.04913528077304363,0.00833180533208798
learned_b4_s29,learned,4,29,wikitext,7,3,6.408688750525471e-05,0.043768564239144325,0.008198687836976316
learned_b4_s29,learned,4,29,wikitext,7,4,6.39377049083123e-05,0.045669712126255035,0.008176845894695467
learned_b4_s29,learned,4,29,wikitext,7,5,6.447385567298625e-05,0.02948559494689107,0.008244758104388383
learned_b4_s29,learned,4,29,wikitext,7,6,6.571758422069252e-05,0.045632979832589626,0.008409567673583609
learned_b4_s29,learned,4,29,wikitext,7,7,6.35946707916446e-05,0.042934246361255646,0.008131567244373897
learned_b4_s29,learned,4,29,wikitext,8,0,6.602456051041372e-05,0.04009970184415579,0.008459498458416826
learned_b4_s29,learned,4,29,wikitext,8,1,6.400492566172034e-05,0.0309338984079659,0.008185567965639474
learned_b4_s29,learned,4,29,wikitext,8,2,6.68584652885329e-05,0.04599342029541731,0.008545624787921327
learned_b4_s29,learned,4,29,wikitext,8,3,6.526756078528706e-05,0.043750982731580734,0.008352784947501765
learned_b4_s29,learned,4,29,wikitext,8,4,6.399843914550729e-05,0.033298410940915346,0.00817235123935279
learned_b4_s29,learned,4,29,wikitext,8,5,6.348810347844847e-05,0.03410982899367809,0.008124228187064812
learned_b4_s29,learned,4,29,wikitext,8,6,6.515330642287154e-05,0.03638138668611646,0.008323262853306828
learned_b4_s29,learned,4,29,wikitext,8,7,6.80968769302126e-05,0.043673764914274216,0.008711712029246607
learned_b4_s29,learned,4,29,wikitext,9,0,6.648156704613939e-05,0.03968984354287386,0.00848441212829743
learned_b4_s29,learned,4,29,wikitext,9,1,6.420682620955631e-05,0.019893113523721695,0.00821270426622237
learned_b4_s29,learned,4,29,wikitext,9,2,6.319435487966985e-05,0.044471302069723606,0.008089022281968271
learned_b4_s29,learned,4,29,wikitext,9,3,6.62523143546423e-05,0.03484282596036792,0.00846961214179011
learned_b4_s29,learned,4,29,wikitext,9,4,6.574033795914147e-05,0.03490659687668085,0.008379864550122717
learned_b4_s29,learned,4,29,wikitext,9,5,6.523615593323484e-05,0.03035778645426035,0.008321496365874585
learned_b4_s29,learned,4,29,wikitext,9,6,6.567228774656542e-05,0.03644802700728178,0.008398543128886419
learned_b4_s29,learned,4,29,wikitext,9,7,6.646551082667429e-05,0.03679579542949796,0.008496227891993141
learned_b4_s29,learned,4,29,wikitext,10,0,6.658785059698857e-05,0.04173326212912798,0.008531397077227932
learned_b4_s29,learned,4,29,wikitext,10,1,6.552486593136564e-05,0.027194384951144457,0.008391894768991265
learned_b4_s29,learned,4,29,wikitext,10,2,6.414296331058722e-05,0.031265140511095524,0.008211282394299557
learned_b4_s29,learned,4,29,wikitext,10,3,6.581115849257912e-05,0.033544267527759075,0.008421481498931273
learned_b4_s29,learned,4,29,wikitext,10,4,6.779312207072508e-05,0.04302898049354553,0.008686734483151893
learned_b4_s29,learned,4,29,wikitext,10,5,6.572709389729425e-05,0.04340203385800123,0.008394656483958018
learned_b4_s29,learned,4,29,wikitext,10,6,6.543823838001117e-05,0.038171582855284214,0.008351831567462081
learned_b4_s29,learned,4,29,wikitext,10,7,6.627145921811461e-05,0.04629242233932018,0.008476361738943703
learned_b4_s29,learned,4,29,wikitext,11,0,6.553496496053413e-05,0.030750705394893885,0.008345185912146176
learned_b4_s29,learned,4,29,wikitext,11,1,6.770093204977456e-05,0.040918704122304916,0.008662242363683945
learned_b4_s29,learned,4,29,wikitext,11,2,6.472503446275368e-05,0.03773494902998209,0.008275244352337147
learned_b4_s29,learned,4,29,wikitext,11,3,6.648189082625322e-05,0.033700497820973396,0.008497314740602955
learned_b4_s29,learned,4,29,wikitext,11,4,6.432596637750976e-05,0.03769787587225437,0.0082292820591136
learned_b4_s29,learned,4,29,wikitext,11,5,6.626772847084794e-05,0.029205615166574717,0.0084638881176932
learned_b4_s29,learned,4,29,wikitext,11,6,6.574638246092945e-05,0.03811989817768335,0.008387511190854015
learned_b4_s29,learned,4,29,wikitext,11,7,6.57002383377403e-05,0.02931906934827566,0.008402176813806459
