scheduler,seed,configured_steps,step,calibration_mse,wikitext_validation_mse,original_scale_validation_mse,generalization_gap,orthogonality_max_abs,rotation_tensor_sha256,optimizer_elapsed_seconds,evaluation_elapsed_seconds,wall_elapsed_seconds
exponential,35,10000,2500,0.00039006632746030334,0.000509322107362209,0.30400595263063224,0.00011925577990190561,5.427837423965798e-08,9fae1a15f49dda356360679ecdc5c1a03f18a5f1dfc6e6a10ce6d7134413b58b,20.593452088534832,0.9930815324187279,23.593145735561848
exponential,35,10000,2600,0.0003896608380795641,0.000509043438151835,0.30382809394450305,0.00011938260007227086,5.7804254938176314e-08,1a398aeba39b031875923a8a18aeb28034bdb390bccfa64803ef2e352f751f44,21.41627936065197,1.0312896966934204,24.53155557066202
exponential,35,10000,2700,0.0003891345958511039,0.0005090069993016755,0.30381411241432943,0.0001198724034505716,5.923542611974142e-08,c216bdffebe13868a216f288a8b88e59789d907da781867834dee5d3a50632a7,22.241279430687428,1.06918066740036,25.472783595323563
exponential,35,10000,2800,0.00038841650209953116,0.0005088736933327453,0.3037432391047332,0.00012045719123321419,6.099607419152164e-08,fea9722264968c2bcf4d3def8565c58551dd00a22c339546bd095961c85834b4,23.06457917392254,1.107181653380394,26.411644160747528
exponential,35,10000,2900,0.00038790969890811766,0.0005087864151729349,0.3036856514900137,0.00012087671626481722,6.560057674853681e-08,ef96f938a6c03e5ba00027abb15d0201b12da104142564e57c78e712da351000,23.887308843433857,1.1454299092292786,27.349939294159412
exponential,35,10000,3000,0.00038746297093261717,0.0005084726400266248,0.30348957237174545,0.00012100966909400768,5.65223639004131e-08,1dd45bd940501f441149d55195df8dbc3735e7139c9f01f636f84e745038bacf,24.71070098131895,1.1834280863404274,28.289032779634
exponential,35,10000,3100,0.0003871681229359325,0.000508572540997676,0.303562117419915,0.00012140441806174351,5.435555350263854e-08,99db7005f84467faaa5cc3e35388d076a0606a80c8aa920dbff7fa9b733da9fc,25.535575419664383,1.2214585319161415,29.29110660403967
exponential,35,10000,3200,0.0003867500364904686,0.0005083768611999773,0.30343992237885686,0.0001216268247095087,6.423519582909876e-08,6bbbf4c82a9c4282c69e5002c14a759ac6bbaf82882baabe7f10931437695f00,26.360408186912537,1.2597126141190529,30.241793610155582
exponential,35,10000,3300,0.00038621767669511087,0.0005080607155871775,0.30325244602863677,0.0001218430388920666,5.911659661794744e-08,42991919d018083666416ceda987310e6e9d158829df51db6bf66bddbe226581,27.1825333237648,1.2979603558778763,31.180606938898563
exponential,35,10000,3400,0.00038599900429758804,0.0005079691370504236,0.30321222369821044,0.00012197013275283553,5.5299292700539127e-08,63d5ce953086515c09af130aeb61d01e4f5b3d129c19427dc8bce161b424cf6a,28.00582515448332,1.3358891531825066,32.120727844536304
exponential,35,10000,3500,0.00038560360781048075,0.0005077792886840626,0.30309137704261957,0.00012217568087358188,5.6738121645416584e-08,4bd245f3b1c9e2eeec58b0af1391371431832af4ba7ab175fa8aaab8be1adbe9,28.829850658774376,1.3741582036018372,33.06117833405733
exponential,35,10000,3600,0.0003852345625148246,0.0005077526040651037,0.30307069468472037,0.00012251804155027912,5.417045134681331e-08,afc9a82c59bd7459aa26faba3ba31cc7a27b2b5f7c3ce4f82c3997252138c32f,29.65359465777874,1.412346489727497,34.00214705616236
exponential,35,10000,3700,0.0003848513233446482,0.0005077208898871532,0.3030459179403806,0.00012286956654250503,5.643394473953123e-08,f40a642618bf10f75b9d7e93ed4f4855bb94a84333d1e1dcfa8e9883fcc3e9bb,30.47518042474985,1.4504535645246506,34.940487533807755
exponential,35,10000,3800,0.0003845594170410749,0.0005075484856806867,0.30294917709352376,0.0001229890686396118,5.4138344363074964e-08,25c84871112b8728a4347ab0150fd49e904af45231017e28bbde14b2594a947b,31.299646481871605,1.4885318949818611,35.88200645148754
exponential,35,10000,3900,0.0003841943565419115,0.0005073608549714947,0.3028428820471163,0.00012316649842958327,6.124154106057489e-08,294bd4aa49c8a20e8a97629e5858dda7af2ebe1a48bab74511fe4800d0f25ce5,32.123982951045036,1.5267059430480003,36.82339829951525
exponential,35,10000,4000,0.0003838775686464402,0.0005073105582997783,0.30281741145608976,0.00012343298965333815,5.606494046794808e-08,745b4b3ccba19383890e15c1c414d9cbca1d59531ae24d651b65ef740a52e7a4,32.94766893237829,1.5648548528552055,37.76440814137459
exponential,35,10000,4100,0.00038364176831251484,0.0005071565000349665,0.30271743175126176,0.00012351473172245164,5.25322816358198e-08,c5fcef8f44da82cce60aef2f38951eebfbd3f8a7a8e28a9744596ac23e3c3b19,33.76972617208958,1.6030021905899048,38.764962270855904
exponential,35,10000,4200,0.000383494082248248,0.0005072959399416987,0.3028084724883229,0.00012380185769345076,5.348543630212532e-08,ca5c3980b26861d8aa12bfcdbcae3b8ee8c436a2112dc04c48190fc07c39e51b,34.59333144873381,1.6409491300582886,39.71376425772905
exponential,35,10000,4300,0.00038309098289524,0.0005071739477688908,0.30273554248469736,0.00012408296487365078,5.619748888463505e-08,4ad28b82b5cf30f604e504964cdc79c58f44925bc63144c7d92ae9045e51eaa0,35.416159726679325,1.6790063008666039,40.65386921167374
exponential,35,10000,4400,0.00038286509344587216,0.000506971226464259,0.3025885962497341,0.0001241061330183868,6.245295858242628e-08,9bf85f8e52a695614e22a6cd0143581758577cff6a545a8319571b292f86d4ec,36.23932608217001,1.7180794775485992,41.59502720087767
exponential,35,10000,4500,0.0003826744413562011,0.0005069380775797327,0.30258171040441084,0.00012426363622353165,6.060751100989137e-08,526aa760decd85ee8244662eb09dd15cfe4fc9c3956df81e54ed2183a9d8c68c,37.06326783448458,1.7560557797551155,42.537968285381794
exponential,35,10000,4600,0.00038240386177612606,0.0005068987342831122,0.30257241567915116,0.0001244948725069861,5.8202790698125284e-08,8c4303bc5984656fe46a883596f6a80bc92339e02cf6c85119d9c6c47699908a,37.88718343526125,1.7945081070065498,43.480090364813805
exponential,35,10000,4700,0.00038232636979351753,0.000506807161848144,0.30250952417418375,0.00012448079205462648,6.57629989353481e-08,005c729a8acf0ef5765d8956d54f2f3e671115a99b50885597d3accc3db172ce,38.71132158488035,1.8325660079717636,44.423058457672596
exponential,35,10000,4800,0.0003820751667866773,0.0005068172498141621,0.30252111206846166,0.0001247420830274848,5.7130645325642604e-08,661d9b2f7c569ab5e9189400b1f26bf6a2465bd3646e6f67fb0787bc962781bc,39.53529565781355,1.8706298843026161,45.36556898802519
exponential,35,10000,4900,0.00038171922648722045,0.0005066278685390557,0.30240709491863527,0.00012490864205183527,6.110336370213076e-08,6eddec312dfa68883af77592185cc7df8544feedb9cda02c76562106609710c9,40.35808353871107,1.9086250588297844,46.306730039417744
exponential,35,10000,5000,0.0003815840108885027,0.0005066347570501506,0.30240965309576495,0.0001250507461616479,6.520723960790065e-08,aa433d45dcf2a953df97b24aa6ac396a7fbadb429a4deea968c040d81b81a709,41.181503400206566,1.9469245299696922,47.2487617880106
exponential,35,10000,5100,0.00038137927923820314,0.0005067656955031197,0.3024771857781161,0.00012538641626491653,6.237582172996525e-08,7b86398716dd7e82abc0984be6add117a7ab1621f1224fba7c86d3424f21a56a,42.004973985254765,1.9851712882518768,48.25285755097866
exponential,35,10000,5200,0.00038123564868186577,0.0005066422050408192,0.3024153737032975,0.00012540655635895348,5.7771322725663765e-08,71b9a3d8dd33bf98c18e0ec008331be52f0bc7a53ca49a14569b67d3d86b4a63,42.828103981912136,2.023084320127964,49.20320372283459
exponential,35,10000,5300,0.0003809392856997107,0.0005064222197006529,0.3022917661437532,0.00012548293400094224,5.197500341225236e-08,7ae6c4f8bd48fb49cc929cd6ba508118663f57e983590b50d5aeb7e2e0c582f6,43.65073028206825,2.0612432584166527,50.14466945827007
exponential,35,10000,5400,0.00038074946274413435,0.0005064421174125755,0.30229857508402347,0.00012569265466844115,5.417203263746728e-08,2a088722db9cb76c1d3b079eb417d1170c7cd94059d32760bdec2464a123b69b,44.47536597400904,2.099508799612522,51.08855979144573
exponential,35,10000,5500,0.000380647472772111,0.0005063413902703928,0.3022485902520202,0.00012569391749828185,5.5228790651895565e-08,0750ebb4093234d5f66ec1bf264f2767ab4723381916aca22c90b98d7d7a54f9,45.29912781715393,2.137786418199539,52.03174474090338
exponential,35,10000,5600,0.00038058241081806443,0.0005064375556269596,0.30230021442184807,0.00012585514480889515,5.4562449669504076e-08,fe05f4992ca535611926f0e1beea66b4b81f36525928fc5490d8278c2c87ce09,46.123284965753555,2.1757989674806595,52.982455514371395
exponential,35,10000,5700,0.0003804179997253243,0.0005062142131020408,0.30217237799206487,0.00012579621337671654,5.8270596570153543e-08,e994c2291ce1011ca36d42d26e68e598751044d9cd6b196f6a505283dc71db3b,46.94667835533619,2.214540846645832,53.925205536186695
exponential,35,10000,5800,0.0003801899365480921,0.0005062313052626166,0.30218036373116774,0.00012604136871452454,5.643228750962237e-08,239e5fa5a990eae9fc1534f02422da7b5f78445b258f7abfde9942cb09523ba0,47.77086078375578,2.252708576619625,54.869723588228226
exponential,35,10000,5900,0.000380033503120103,0.0005063534708362738,0.3022559579840163,0.00012631996771617082,5.8765129873350475e-08,88a97c1c1c15380ca42bfde8e247ea050cbac851f679b1d5025b963bd4c3a4a7,48.59417752921581,2.290941044688225,55.81351338326931
exponential,35,10000,6000,0.000379882569921719,0.000506211431833492,0.3021625788005622,0.00012632886191177306,6.356595338985471e-08,7fc361546c994d7ff7361c5725d1f09a28fc3cc0a3c80ff7ab211e305b231bf9,49.4180371761322,2.328975684940815,56.757488667964935
exponential,35,10000,6100,0.0003797289080154087,0.0005061995436399513,0.3021690178652534,0.00012647063562454264,5.408058534328575e-08,19a955c432595cabe9211243d9ffd6b25fe6dbe7ab30ac96959dd1123aa2a8f3,50.24255350232124,2.366994932293892,57.76603525876999
exponential,35,10000,6200,0.00037957965491841605,0.0005060139825765475,0.30205309807388403,0.00012643432765813145,6.120746454119086e-08,41677b1ae7ceba8f48b9c862ad95547ab166e236804176c16535ea6089d8df47,51.06585253030062,2.4052018746733665,58.717151284217834
exponential,35,10000,6300,0.0003795442567078311,0.0005061082965909236,0.30210214722228557,0.0001265640398830925,5.1796619660038346e-08,08476cb3add9c985ec5bbb9385d09193675cdcf4bd83912820dd9c5c33b7a1af,51.88820118457079,2.4434033557772636,59.65947972238064
exponential,35,10000,6400,0.0003793090760755291,0.0005060356836530389,0.3020583709812854,0.00012672660757750975,5.764852373246754e-08,3e8469e7287ddda8863b8d23ef2506cffa8564fe37777759c5657d29144b5b8b,52.71192213147879,2.481668181717396,60.60374714434147
exponential,35,10000,6500,0.00037927766940626384,0.0005060736474877814,0.30209128295928167,0.00012679597808151755,4.9468920293449514e-08,b162e92fee2bb0f5072876e741ea1cc992f1336f4b3c865958d43f65fda25550,53.53617699444294,2.519850067794323,61.54880256950855
exponential,35,10000,6600,0.0003791530171870505,0.0005059807176817088,0.30203506651696443,0.0001268277004946583,5.772250988300698e-08,de40c84decf17e05b1b90ed762f3c58c8cd100d0e1dfbb836072cf780af3db25,54.35951568931341,2.557897038757801,62.49342069029808
exponential,35,10000,6700,0.00037908388400609283,0.0005059505503144379,0.30201739330095734,0.0001268666663083451,5.472051256560917e-08,ee80a9113cd901a704bfe42818bd191c041d7876d27ac569a568e5f2f07f5793,55.183258913457394,2.5960448682308197,63.43778497725725
exponential,35,10000,6800,0.00037888732507695977,0.0005059239583786734,0.30199499365153315,0.00012703663330171366,5.49568039964754e-08,732702ea38d3265a64b2715923436c87bda67b77d6e8322a8d8642cfe70832ae,56.00714584439993,2.6341447308659554,64.38274436444044
exponential,35,10000,6900,0.0003787335157952043,0.0005058991720776618,0.30199726649971126,0.00012716565628245746,5.3406385425169844e-08,60aef541d65d5b7a6ca0d075039477c730e2f29cab72a854a6639aa723a65a5f,56.83135060220957,2.6721939891576767,65.32822039723396
exponential,35,10000,7000,0.00037867409686498377,0.0005058675037652449,0.30196090411845944,0.00012719340690026115,5.7250110430118184e-08,0f43f02e2bff79add6326df7329aad734ec195ad2ef2f165c67f32187347cdc8,57.65383931994438,2.710282474756241,66.27152074873447
exponential,35,10000,7100,0.0003785952453689845,0.0005059129219855407,0.30199912814077834,0.00012731767661655624,6.449335043789972e-08,262895548d3b82ba0fde95d072bb72afc083018562674cc5abb54ec7b8a7e128,58.47912832349539,2.7484485507011414,67.2796928808093
exponential,35,10000,7200,0.00037849398762190845,0.0005058709021046326,0.3019718207206097,0.00012737691448272415,6.311144651327538e-08,af777741e0e8abbbb61aa5e671dd2363c359c2895bcc3cb8fbc3712b2e44e2cb,59.30212917923927,2.7866113781929016,68.23275484144688
exponential,35,10000,7300,0.0003783572295024129,0.0005059290035376307,0.30201185229771,0.0001275717740352178,5.95490721178038e-08,0c8c86a86827d107befe43bf9096e4d9f1e1f3aa87b8296661c845440fce4ba7,60.12587767839432,2.8245968222618103,69.17797189205885
exponential,35,10000,7400,0.0003782680993662524,0.0005057754617858734,0.30190699768172635,0.00012750736241962102,5.424117843766396e-08,2282c07dff8c30c907f8371c65ade535733bee279ec373d6dc15a4fad0246a1f,60.94732965528965,2.862633153796196,70.1201576590538
exponential,35,10000,7500,0.00037819357720536573,0.000505837037293233,0.3019436569438767,0.0001276434600878673,5.1775168263823446e-08,03b12a674b2ca5dd6841cf566c9030cc4a12e60d6de044186d19f4290150bc8f,61.77097397297621,2.9006655886769295,71.06515859812498
exponential,35,10000,7600,0.00037810079219369186,0.0005057245601083338,0.3018765586684822,0.00012762376791464192,5.158787952375121e-08,8a66e062091fb4e24cef1e008a66050ef27a30af044ab960a3fd613ac23548c5,62.59432075172663,2.9387144446372986,72.00972888618708
exponential,35,10000,7700,0.0003779988758552122,0.0005057106914243548,0.30186996350221307,0.00012771181556914257,5.558832993912688e-08,2a790b3775b742bcd645a52256e1b44a1855a6276fcda76b982bc93a2269b8d7,63.418061561882496,2.976767525076866,72.9552102535963
exponential,35,10000,7800,0.00037792141806569646,0.0005056858625493987,0.3018532392479756,0.00012776444448370228,5.4972727703272994e-08,d847744151aa237afbbae0ce5f6735b5493dba75ef8182c71590b40191562553,64.24140098690987,3.015053577721119,73.90009547024965
exponential,35,10000,7900,0.00037785625662145605,0.000505615847888663,0.3018159042203479,0.00012775959126720693,5.7782986173648965e-08,512ab599cdfbf8f93cb6d657d06c64cccea16203d343d4daf6575f6e5647ffba,65.06356038153172,3.0531023293733597,74.84428039193153
exponential,35,10000,8000,0.00037782685012999195,0.0005056487421786215,0.30183800291706575,0.0001278218920486296,5.4196388044047694e-08,7956aa39a1aba5ee4d87bc4dadf69d9d1a4fea5b0c8f75fb95f1706ba6320b88,65.88664848357439,3.091232769191265,75.78908824920654
exponential,35,10000,8100,0.0003777240496667389,0.0005056347165854902,0.30182914914439607,0.0001279106669187513,6.538568508851483e-08,0af44cc6ef251a74522a05ec6a72b1105953bc600911e0c8a9b9a08e612d7e09,66.70997481793165,3.129338286817074,76.79855258762836
exponential,35,10000,8200,0.00037761409323877615,0.0005055938696898465,0.3018072861204928,0.0001279797764510704,5.5743111682104995e-08,b42eeb001b2bd25a83a4941c1926d0ad03b62e4c8594a8e35714b7af9b599af8,67.53413631767035,3.16740183532238,77.7528775408864
exponential,35,10000,8300,0.00037753610745738797,0.0005055969710099362,0.30180417039082386,0.0001280608635525482,5.136701419772294e-08,728dbed8f3f2a13afb667337713f47b2a321bfbb19930d1597ff42db2956b66a,68.35778210312128,3.2054422795772552,78.69909532368183
exponential,35,10000,8400,0.0003774898168895646,0.000505561309141811,0.30178463959964574,0.00012807149225224634,5.4727186338254796e-08,111b5f2fef27777cc2b645d736d312b49a261dd9a9091d3e6a41ccf5c80bc385,69.18090049922466,3.2436654791235924,79.6444623619318
exponential,35,10000,8500,0.0003774129753626454,0.000505572830212131,0.30178353525934654,0.00012815985484948555,5.4949435890350173e-08,648e52b9fa0de022d998bbcf94bf4335bde03cf620edd78dac4413da87dcb901,70.00521020591259,3.2816735729575157,80.59139966219664
exponential,35,10000,8600,0.00037735375115488523,0.0005055465927679137,0.3017790603976209,0.00012819284161302846,6.24570170026928e-08,0842a811172a748669fe0288c6ab45185d8c07ac273f159c54584891d917d1b7,70.8293516561389,3.319680169224739,81.53788769245148
exponential,35,10000,8700,0.000377305294881225,0.0005055266531854841,0.3017702195907077,0.00012822135830425907,5.314809725653902e-08,3736ae2aef179d8ce0dfbfa785ae69bd9fc891823d9c9c74483aedcc54c48fec,71.65201433002949,3.357737571001053,82.48269630223513
exponential,35,10000,8800,0.00037726652107572534,0.000505511643611456,0.3017605383938644,0.00012824512253573062,6.397101204314026e-08,78fd4c51d6187290cb582fba2140cff3bb88d2f83bb13a8ee23934d645e349a2,72.47606549412012,3.3957698196172714,83.42921143770218
exponential,35,10000,8900,0.00037717537512982346,0.0005054715220946804,0.301733049527229,0.00012829614696485692,6.140246688879358e-08,df350c8fb13b4d55d9ded191487fefa377d11d831a1ade01e4896f25aff27574,73.29857809841633,3.4339048862457275,84.37427040934563
exponential,35,10000,9000,0.00037711192612199795,0.000505481095091298,0.30174334265302605,0.00012836916896930006,5.4339180044493673e-08,e919570207883cbe3f733a21b4e82797c362b830ed1fcb7356f9ea73d166f787,74.12146209180355,3.4723043963313103,85.32012988626957
exponential,35,10000,9100,0.00037704096978430357,0.0005054091277489903,0.30169448847300373,0.0001283681579646867,5.106689937584008e-08,09d1077b773e632e3e7723bac5efdaeaac4f4427091d83d88b3ff0d0eefa9c4c,74.94351939857006,3.5103475004434586,86.32830421626568
exponential,35,10000,9200,0.00037702127997896184,0.0005054450595025628,0.30171945843812864,0.00012842377952360096,5.47835743436309e-08,6d10c6b6a30cdb1b75eb11435ea82ae13f06864888bfa3274cd74f5d26538e50,75.76575312018394,3.54834146797657,87.28104838728905
exponential,35,10000,9300,0.0003769615407041016,0.0005054394509169668,0.30171739794877794,0.00012847791021286525,5.593782281820836e-08,ba40a663d561dde93f40c0068b0a5a5e2aae28dcdd53c8bf483775d2d13fc1c6,76.58879864960909,3.586432561278343,88.22671646624804
exponential,35,10000,9400,0.00037691366198089327,0.0005054221593194796,0.3016981366458822,0.00012850849733858638,6.51380143157354e-08,519109028ed8e2a523c819d551d847d0abfddfcf1c208bb300e65865662341d5,77.41315257549286,3.624445177614689,89.17427064478397
exponential,35,10000,9500,0.0003768773006207482,0.0005054809955638007,0.3017402378109182,0.00012860369494305246,5.192818131050103e-08,890c1682c885b198f4eb5259773831c391a44c0e8872fb641fd45132e8c72b96,78.2366990223527,3.6628041192889214,90.12113508582115
exponential,35,10000,9600,0.00037682017402751455,0.0005053996915247438,0.3016937127208621,0.0001285795174972293,6.26644709456059e-08,2facee6dba4e83a7bccd49727859786f853521487687d9ad8d1569720ac6f8e0,79.05849528312683,3.7007824033498764,91.06618368625641
exponential,35,10000,9700,0.0003767809335233352,0.0005053848369609426,0.3016842881502271,0.00012860390343760741,5.951040005225394e-08,e1cdc5920f747b10ba62da0225786aab1f1d97ffc9186f751010980b627bef75,79.88179016113281,3.7391087412834167,92.01259521394968
exponential,35,10000,9800,0.0003767155498195507,0.0005054551359382486,0.30172593565566785,0.00012873958611869796,5.284175275122038e-08,f8da5339f68a1adb6bc9d5c09d0c887d14e5ba2fe412ecf724c46627915afb17,80.70671661198139,3.7771387174725533,92.96239753067493
exponential,35,10000,9900,0.0003766917335052966,0.0005054128742081332,0.3016926222103393,0.00012872114070283658,6.39152618608918e-08,03e1906c54cefcc9ab77a168a4a15c90134a0c5e2f5d666f4f23c2c9d7ef03cb,81.53078616410494,3.8153340071439743,93.91064759343863
exponential,35,10000,10000,0.0003766259466733146,0.000505342234120576,0.3016555413601054,0.00012871628744726138,5.2577741826986824e-08,ffdc48235c49923d1e067fa6c9ec246b3f411f0e184c0a77cb2fda7701e70f63,82.35168151557446,3.853261813521385,94.85441356152296
