condition_id,method,bit_width,seed,dataset,metric_scope,sequence_length,normalized_key_mse,original_key_mse,original_key_relative_mse,mean_key_cosine,worst_head_normalized_mse,worst_layer,worst_head,vectors_per_head,attention_logit_mse,attention_logit_bias,attention_logit_error_variance,attention_probability_kl,attention_output_mse,worst_attention_kl,worst_attention_layer
learned_b3_s43,learned,3,43,wikitext,attention,1024,,,,,,,,,0.2159600011313834,0.08512789000098299,0.20871324347536394,0.03399547841399908,0.0003694598701429186,0.05940355360507965,12
learned_b3_s43,learned,3,43,tinystories,reconstruction,1024,0.00022835115163388764,0.13925582843694428,0.029296865242950495,0.9855491563794203,0.00024425796073046513,13,0,1024,,,,,,,
learned_b3_s43,learned,3,43,tinystories,attention,128,,,,,,,,,0.16518793780674307,0.05741647076468135,0.16189128669167155,0.023580304434290156,0.00030141304239350575,0.041140951216220856,12
learned_b3_s43,learned,3,43,tinystories,attention,256,,,,,,,,,0.19199250458743322,0.06063660115351473,0.1883157071879828,0.03143122323672287,0.000347199271729437,0.060089826583862305,12
learned_b3_s43,learned,3,43,tinystories,attention,512,,,,,,,,,0.21362568946377344,0.06787822565488648,0.20901823594571775,0.03664254763862118,0.0003751836364358496,0.0681711733341217,12
learned_b3_s43,learned,3,43,tinystories,attention,1024,,,,,,,,,0.2361528098873976,0.07825594681065257,0.2300288166761659,0.041152654855977744,0.0004059906526663326,0.07489962875843048,12
identity_b4_snone,identity,4,,wikitext,reconstruction,1024,0.0005240104091726039,0.30553459480870515,0.07044623755873057,0.9693622594932094,0.0022684091236442327,29,6,1024,,,,,,,
identity_b4_snone,identity,4,,wikitext,attention,128,,,,,,,,,2.828192873172058,1.2888057941152145,1.1671724982271092,0.6599444182502339,0.012935101529166104,1.4160981178283691,28
identity_b4_snone,identity,4,,wikitext,attention,256,,,,,,,,,2.9204262337332105,1.3228160367865507,1.1705839665535336,0.6981768210243899,0.0124770352552801,1.488807201385498,28
identity_b4_snone,identity,4,,wikitext,attention,512,,,,,,,,,3.342208884612859,1.423618042445787,1.3155205538356842,0.7542612884717528,0.012272193664244924,1.5959186553955078,28
identity_b4_snone,identity,4,,wikitext,attention,1024,,,,,,,,,3.624116530302094,1.4750267570774729,1.448412596207608,0.7754187182581518,0.01166868520902753,1.669043779373169,28
identity_b4_snone,identity,4,,tinystories,reconstruction,1024,0.0005556787033285104,0.3558739952823089,0.07486934371279938,0.9676681402488612,0.0022785430774092674,29,6,1024,,,,,,,
identity_b4_snone,identity,4,,tinystories,attention,128,,,,,,,,,2.6633067552664484,1.163312565679698,1.3100106297981666,0.562436045584036,0.011606366116957645,1.3136711120605469,28
identity_b4_snone,identity,4,,tinystories,attention,256,,,,,,,,,3.1802876410781176,1.3145333686227465,1.452289663855452,0.6520388175849803,0.01184254123891293,1.5148899555206299,28
identity_b4_snone,identity,4,,tinystories,attention,512,,,,,,,,,3.581295799442202,1.4201820371908518,1.5643787806826444,0.7039637747220695,0.01189930759108293,1.6449717283248901,28
identity_b4_snone,identity,4,,tinystories,attention,1024,,,,,,,,,4.065882321799673,1.5442397382782727,1.6812059525219252,0.7640861493127886,0.012195007268203994,1.784538984298706,28
random_b4_s17,random,4,17,wikitext,reconstruction,1024,7.283523324019825e-05,0.04048839432471141,0.009335293264436951,0.9954112499835901,0.00013863465210306458,8,5,1024,,,,,,,
random_b4_s17,random,4,17,wikitext,attention,128,,,,,,,,,0.055804704048836876,0.03666766707662695,0.054460186239994525,0.006057510727259796,9.117276593428869e-05,0.012079853564500809,7
random_b4_s17,random,4,17,wikitext,attention,256,,,,,,,,,0.06036304128773018,0.043706981762373955,0.05845274103295369,0.007267344059073366,0.00010034635354472243,0.013972073793411255,7
random_b4_s17,random,4,17,wikitext,attention,512,,,,,,,,,0.06767396248339677,0.051549335625785134,0.06501662847993693,0.008883468755811919,0.000106861499308053,0.017645301297307014,7
