condition_id,method,bit_width,seed,dataset,metric_scope,sequence_length,normalized_key_mse,original_key_mse,original_key_relative_mse,mean_key_cosine,worst_head_normalized_mse,worst_layer,worst_head,vectors_per_head,attention_logit_mse,attention_logit_bias,attention_logit_error_variance,attention_probability_kl,attention_output_mse,worst_attention_kl,worst_attention_layer
random_b4_s17,random,4,17,wikitext,attention,1024,,,,,,,,,0.07330732217649134,0.056751867736258156,0.0700865476849376,0.01050016142835375,0.00011365725268319693,0.01936470717191696,7
random_b4_s17,random,4,17,tinystories,reconstruction,1024,7.308693765395446e-05,0.0445200814265263,0.009366206361328115,0.9953961642459035,0.00015416619135066867,8,5,1024,,,,,,,
random_b4_s17,random,4,17,tinystories,attention,128,,,,,,,,,0.05333756499512251,0.03338238406319951,0.05222318142937955,0.007185782931628637,0.00010039477714940404,0.013481280766427517,7
random_b4_s17,random,4,17,tinystories,attention,256,,,,,,,,,0.06267566115011965,0.03869694604715949,0.061178207516742876,0.009540373008348979,0.00011416034525169039,0.017446044832468033,7
random_b4_s17,random,4,17,tinystories,attention,512,,,,,,,,,0.0711929685423481,0.04832298481441148,0.06885785768097426,0.011156002467032522,0.0001212265613155239,0.0203666090965271,12
random_b4_s17,random,4,17,tinystories,attention,1024,,,,,,,,,0.08019101119622951,0.05765969032194556,0.07686637130820685,0.012573847867315635,0.0001290758453613705,0.0224434956908226,12
learned_b4_s17,learned,4,17,wikitext,reconstruction,1024,6.445094852480793e-05,0.0358840304234036,0.008273678250263336,0.9959256525617093,6.887117888254579e-05,13,0,1024,,,,,,,
learned_b4_s17,learned,4,17,wikitext,attention,128,,,,,,,,,0.04711962450844373,0.017653845308362975,0.046807966254272124,0.0052325062424642965,7.798241048107002e-05,0.01036793366074562,31
learned_b4_s17,learned,4,17,wikitext,attention,256,,,,,,,,,0.05001035413853389,0.02093442039499023,0.04957210418125971,0.006305095717834774,8.42127256177605e-05,0.011285311542451382,31
learned_b4_s17,learned,4,17,wikitext,attention,512,,,,,,,,,0.055344016231291475,0.024487620905825968,0.05474437265366403,0.0077848627042840235,9.08946553295209e-05,0.01422862894833088,12
learned_b4_s17,learned,4,17,wikitext,attention,1024,,,,,,,,,0.05959777017919029,0.026695683467678907,0.05888511066338378,0.009302846519858576,9.710915947280796e-05,0.01697409152984619,12
learned_b4_s17,learned,4,17,tinystories,reconstruction,1024,6.443715675885642e-05,0.03927226006635465,0.008262161260065855,0.9959253970882855,6.859193854324985e-05,14,7,1024,,,,,,,
learned_b4_s17,learned,4,17,tinystories,attention,128,,,,,,,,,0.045899645764698356,0.018637071536897226,0.04555230532922693,0.006440793476940598,8.780695534227334e-05,0.011773955076932907,12
learned_b4_s17,learned,4,17,tinystories,attention,256,,,,,,,,,0.05360681885411303,0.02009507181695463,0.053203006942784466,0.008591775076638442,9.757688140155096e-05,0.015990229323506355,12
learned_b4_s17,learned,4,17,tinystories,attention,512,,,,,,,,,0.05924375160628127,0.02311823416871634,0.058709298855201666,0.009999924528528936,0.00010162147521342035,0.017786120995879173,12
learned_b4_s17,learned,4,17,tinystories,attention,1024,,,,,,,,,0.06502576188343327,0.026180489739266836,0.06434034384044542,0.011230910793528892,0.00010681960429792525,0.02001856453716755,12
random_b4_s29,random,4,29,wikitext,reconstruction,1024,7.29619214325794e-05,0.040478051633726864,0.00933290857976139,0.9954037248971872,0.0001428343093721196,12,7,1024,,,,,,,
random_b4_s29,random,4,29,wikitext,attention,128,,,,,,,,,0.05444718458393748,0.03768457847741223,0.053027057128917233,0.00591602118947776,7.734195909847585e-05,0.00999951921403408,12
random_b4_s29,random,4,29,wikitext,attention,256,,,,,,,,,0.05960429213390276,0.044260798899116216,0.05764527381471475,0.007207993679912761,8.727049393542075e-05,0.012453299015760422,12
random_b4_s29,random,4,29,wikitext,attention,512,,,,,,,,,0.0669668930315832,0.05049899214657194,0.06441674482376367,0.008815279434202239,9.645410324665704e-05,0.01612826995551586,12
random_b4_s29,random,4,29,wikitext,attention,1024,,,,,,,,,0.0729611615436833,0.05577976308217863,0.06984977957417933,0.010498595438548364,0.00010529710246487411,0.01937958225607872,12
random_b4_s29,random,4,29,tinystories,reconstruction,1024,7.279085702549537e-05,0.044152710293928976,0.009288918231368605,0.9954141125781462,0.0001352545732515864,0,7,1024,,,,,,,
random_b4_s29,random,4,29,tinystories,attention,128,,,,,,,,,0.05360632395559503,0.03392624522941981,0.0524553338402283,0.007321502882405184,9.102099120639195e-05,0.014106287620961666,0
random_b4_s29,random,4,29,tinystories,attention,256,,,,,,,,,0.06270210659457552,0.03807619272039094,0.061252310142495166,0.009704140975372866,0.00010113981187487298,0.017568575218319893,12
random_b4_s29,random,4,29,tinystories,attention,512,,,,,,,,,0.07049615132181268,0.04546276025372407,0.06842928875192508,0.011359329117112793,0.00010839764223646853,0.020743567496538162,12
random_b4_s29,random,4,29,tinystories,attention,1024,,,,,,,,,0.07887492458994795,0.05363891380589183,0.07599779151567206,0.012748745692078955,0.00011619878406321504,0.022585395723581314,12
learned_b4_s29,learned,4,29,wikitext,reconstruction,1024,6.444793859117226e-05,0.03588279372888792,0.008273393109146357,0.9959258624585345,6.87075880705379e-05,14,7,1024,,,,,,,
learned_b4_s29,learned,4,29,wikitext,attention,128,,,,,,,,,0.046754164866698804,0.018069837758563054,0.04642764583007801,0.005305985810991842,7.380941976720123e-05,0.010050410404801369,31
learned_b4_s29,learned,4,29,wikitext,attention,256,,,,,,,,,0.049840925268625935,0.022691324751838635,0.04932602904963253,0.006373592586896848,8.156730278585655e-05,0.011350009590387344,7
learned_b4_s29,learned,4,29,wikitext,attention,512,,,,,,,,,0.055482532662025436,0.02619511210023776,0.05479634876408141,0.007845235217246227,8.95740344759588e-05,0.014818630181252956,7
learned_b4_s29,learned,4,29,wikitext,attention,1024,,,,,,,,,0.0597557131837054,0.02833790942799391,0.05895267607295621,0.00929731730138883,9.635126720297649e-05,0.016982248052954674,12
learned_b4_s29,learned,4,29,tinystories,reconstruction,1024,6.445193132620375e-05,0.03926296621102665,0.008260206003828555,0.9959245675127022,6.836533793830313e-05,13,0,1024,,,,,,,
learned_b4_s29,learned,4,29,tinystories,attention,128,,,,,,,,,0.045446315592573595,0.01729022236468718,0.04514736380315327,0.006513983193144668,8.499818577689666e-05,0.012100350111722946,7
learned_b4_s29,learned,4,29,tinystories,attention,256,,,,,,,,,0.053176607023417255,0.019625424642971054,0.05279144973100032,0.008613519981736317,9.377937350052434e-05,0.015943720936775208,12
learned_b4_s29,learned,4,29,tinystories,attention,512,,,,,,,,,0.05889545639588354,0.023028024746428222,0.05836516647216143,0.010005374264437705,9.885274214127548e-05,0.018629930913448334,12
learned_b4_s29,learned,4,29,tinystories,attention,1024,,,,,,,,,0.0650300005587136,0.026415057167774293,0.0643322453135368,0.011275668439338915,0.00010601549413280509,0.020588507875800133,12
random_b4_s43,random,4,43,wikitext,reconstruction,1024,7.335042547396142e-05,0.04078327070874366,0.00940328206882423,0.995378577907104,0.0001288793318963144,6,3,1024,,,,,,,
random_b4_s43,random,4,43,wikitext,attention,128,,,,,,,,,0.05780380132586457,0.03844819697298745,0.05632553747539093,0.006135246767371427,8.743302388936058e-05,0.011249590665102005,31
random_b4_s43,random,4,43,wikitext,attention,256,,,,,,,,,0.06281806963427057,0.04737570864449215,0.06057361186470276,0.007375099885393865,9.645752255238449e-05,0.012744024395942688,12
random_b4_s43,random,4,43,wikitext,attention,512,,,,,,,,,0.07012701394729912,0.05510915449836798,0.06708999503777413,0.009029813496454153,0.00010860397690137802,0.015939749777317047,12
random_b4_s43,random,4,43,wikitext,attention,1024,,,,,,,,,0.07581754777489638,0.060210896039881355,0.07219219577297098,0.010689114234992303,0.00011655776847163679,0.01869354583323002,12
random_b4_s43,random,4,43,tinystories,reconstruction,1024,7.280252355457151e-05,0.04435988496788923,0.009332503972611126,0.9954121297923848,0.00014197949349181727,6,3,1024,,,,,,,
random_b4_s43,random,4,43,tinystories,attention,128,,,,,,,,,0.05505652309850205,0.03699819246927897,0.05368765685250824,0.007353209010034334,0.00010514437331821114,0.012556549161672592,12
random_b4_s43,random,4,43,tinystories,attention,256,,,,,,,,,0.06525637876198913,0.04178858154130817,0.06351009321475456,0.009781363420188427,0.00011842361103120425,0.01779450662434101,12
random_b4_s43,random,4,43,tinystories,attention,512,,,,,,,,,0.07305578228093496,0.0488703853902761,0.07066746771274085,0.011360536678694189,0.00012356081690256815,0.019929515197873116,12
random_b4_s43,random,4,43,tinystories,attention,1024,,,,,,,,,0.08141691847545345,0.05735436502753234,0.07812739528774203,0.012817942551919259,0.00012942377799518567,0.02280597761273384,12
learned_b4_s43,learned,4,43,wikitext,reconstruction,1024,6.445579073854901e-05,0.0358831179983099,0.008273467875019428,0.9959251129766926,6.835829117335379e-05,13,2,1024,,,,,,,
learned_b4_s43,learned,4,43,wikitext,attention,128,,,,,,,,,0.046739080617594166,0.018333971507616283,0.04640294610635208,0.005194319746806286,7.280422332556213e-05,0.010317598469555378,31
learned_b4_s43,learned,4,43,wikitext,attention,256,,,,,,,,,0.0500455723082509,0.021847910820307202,0.0495682411010388,0.006332440389087424,8.056836171022042e-05,0.01166517473757267,31
learned_b4_s43,learned,4,43,wikitext,attention,512,,,,,,,,,0.055626838644113226,0.025200005730552342,0.05499179835529335,0.007790031137119513,8.903549357341944e-05,0.014261540025472641,12
learned_b4_s43,learned,4,43,wikitext,attention,1024,,,,,,,,,0.05982002566500408,0.027627466306453796,0.05905674877048984,0.009234424796886742,9.630322250941958e-05,0.01696118339896202,12
learned_b4_s43,learned,4,43,tinystories,reconstruction,1024,6.440428185072733e-05,0.03923742281858722,0.008254832143828973,0.9959275775472634,6.824779120506719e-05,13,2,1024,,,,,,,
learned_b4_s43,learned,4,43,tinystories,attention,128,,,,,,,,,0.04580523824506952,0.018468679239352543,0.045464146132223424,0.00650100161874434,8.565263228987874e-05,0.011534553952515125,12
learned_b4_s43,learned,4,43,tinystories,attention,256,,,,,,,,,0.0532553136232762,0.019645698470016397,0.052869360154901394,0.0085711832070956,9.453687519567211e-05,0.016151120886206627,12
learned_b4_s43,learned,4,43,tinystories,attention,512,,,,,,,,,0.05908588591607226,0.022801298495621708,0.058565986702985816,0.009954964480130002,9.913326042720882e-05,0.01851687580347061,12
learned_b4_s43,learned,4,43,tinystories,attention,1024,,,,,,,,,0.0652078940228718,0.026144740901342254,0.06452434654607349,0.011178781627677381,0.00010655029474548883,0.02067604660987854,12
