bit_width,seed,horizon_steps,step,calibration_mse,wikitext_validation_mse,original_scale_validation_mse,relative_improvement,generalization_gap,orthogonality_max_abs,rotation_tensor_sha256,terminal_optimizer_elapsed_seconds,terminal_evaluation_elapsed_seconds
2,43,100,100,0.0005111983151451227,0.0006022158351584039,0.35960163506842946,0.33553961125539844,9.101752001328123e-05,4.351201421393114e-08,5ed28c2f78103c6e268353e5aea0719948188342cf0f542f4c3ad17c69ea72b0,0.824690692126751,0.41448620706796646
2,43,200,200,0.0004581055811865298,0.0005621775440669552,0.335618629936107,0.37971622852467996,0.00010407196288042542,4.513477436240976e-08,a08ae06606efe38b4b8dc702d193423be4d3397c3722c1c37cdd9436509a1c83,1.644923821091652,0.7895725890994072
2,43,300,300,0.0004351625995884234,0.0005442875233239164,0.32490805249199184,0.3994553476968648,0.00010912492373549298,4.6847415280382165e-08,16c35bc5c126f7bf703970698b4eebecf981f39ae89cdeed9d25a851265e260e,2.4699236527085304,1.1675911247730255
2,43,400,400,0.00042230301984780283,0.0005345186620999698,0.31903032884065397,0.41023391070949006,0.00011221564225216696,5.2234113701032925e-08,5f647ae67ffe1f34e2d34ea9cce9fc27aba84e9afd7dcd9e2baed2fbacc3d5ae,3.295796148478985,1.542633667588234
2,43,500,500,0.00041423906496085294,0.000528659182300828,0.31555508652036224,0.41669902171766343,0.00011442011733997504,5.101763522752378e-08,91c7dd043158a639f36c04d5a46fe469ea3eca99aeada2eb099b805d6de4b1be,4.120895177125931,1.9206958413124084
2,43,600,600,0.00040861810580317126,0.0005244161676660752,0.3129995835238333,0.4213805909974139,0.00011579806186290398,5.4763089618603544e-08,24b2867c29075376595f93b057bc411c87838aee0a1eada78c7c8543f532d603,4.9473161697387695,2.2950350269675255
2,43,700,700,0.0004044790295996137,0.000521774989080015,0.3114784817803411,0.42429475971829433,0.00011729595948040128,4.9322943063145885e-08,6710507c15e1c8cd8ad58ce8da0875e3bf7dffbde623bd42b3813bbb9f03ba3a,5.766436412930489,2.6741812229156494
2,43,800,800,0.00040098592240589426,0.0005195624417044797,0.3101134375478978,0.426735994244911,0.00011857651929858548,5.140492409516639e-08,3337adbae1f5d77b9af67e163f513861c6d6f392ae945640feffa4950db6fdac,6.592658393085003,3.0480813533067703
2,43,900,900,0.0003985298875868182,0.0005178973760315841,0.30914156485732747,0.42857315979205485,0.00011936748844476597,4.9614386821161816e-08,3b451bb7c8709e36e81eb7f47ac5da6cf8e392a0275352b303b68d335132567a,7.413260541856289,3.4243805930018425
2,43,1000,1000,0.0003960676719660938,0.0005161151852099977,0.3080341458990006,0.430539556450849,0.00012004751324390384,5.3746055161951745e-08,0f5e5760f6fdc56d255091613b4f2f0b5879c7434e334db5515e3504c9ec9f0d,8.234116725623608,3.797562822699547
3,17,100,100,0.0002061009943883363,0.00022551418060245965,0.13495914052100488,0.15054874856113765,1.9413186214123357e-05,5.3175897019031027e-08,b0eb28b58c0f28f563c319949395a5218eabf80e5bde381489b014fb5ddaf11d,0.8249447420239449,0.4210757538676262
3,17,200,200,0.00019478546945528308,0.00022206807407876283,0.13301147501442756,0.1635293047786031,2.7282604623479756e-05,4.862107405578797e-08,349d383ef6b6c290e292e414c477065f2106f35b2226628c04e54aa5fe442baa,1.6496562883257866,0.8010146021842957
3,17,300,300,0.00018806871402432535,0.0002195817678494194,0.1315243043418377,0.17289455148873828,3.151305382509406e-05,4.5301897677596514e-08,d9a7989a334816b875d7cf73a8ac29b448609e64a08e55b955c9fa79b0b8e176,2.4746032431721687,1.185587301850319
3,17,400,400,0.00018328434107495184,0.0002176726856220057,0.13043042183926445,0.18008555066601384,3.438834454705386e-05,4.3010745631733016e-08,aea8a398040e7fdd0b90f24f17d0bd3ad52899c1f9767f2f078d1e0e3758539e,3.2977483570575714,1.5648653954267502
3,17,500,500,0.00017960318945497988,0.0002157962302078431,0.12928265597747668,0.18715365341490262,3.6193040752863226e-05,4.592157842875366e-08,7a4e6ff5db363d0877a0346e82bf0132994392d47d199ae86844e51165f91888,4.122773088514805,1.9487574473023415
3,17,600,600,0.00017673294650055738,0.0002143876782625398,0.12843694909452097,0.19245928967005124,3.765473176198242e-05,5.351451337620716e-08,8ffef712f4a9d1ad4e0554a31c9ead005f1713f673d8f97dc2de2b8c200bb439,4.95078194886446,2.3319260701537132
3,17,700,700,0.00017453011858137302,0.00021330559154009165,0.12784152481890487,0.19653521925502618,3.877547295871864e-05,4.389057972620236e-08,4cd64f8b54f868f3c535ee4b05f5a88d535cc50274df9f200c38ff8e6617b90f,5.779545158147812,2.716660939157009
3,17,800,800,0.0001726435303996965,0.0002121386011495474,0.12713052983917805,0.20093095811728612,3.9495070749850925e-05,6.145871256357793e-08,be425f9cb31618625fc6902e9ae4fd695f33095b671103f5e53fa12275f3de39,6.612093091011047,3.1045152097940445
3,17,900,900,0.00017101095314053794,0.0002114376586499489,0.12667691670458225,0.20357121994862634,4.0426705509410965e-05,5.0564717302137296e-08,1c9a8548beec51c262a9287697317e2414817c35d11cebce8e714d89d49a4bc3,7.438143394887447,3.490961156785488
3,17,1000,1000,0.00016966049655575688,0.0002106482141286392,0.12623004156967,0.20654484508730533,4.098771757288233e-05,5.6822550442703346e-08,9934c959e7e55f1a4cc8385840344936ab7eafa3cbe812008ffb78a8f12665e4,8.263250701129436,3.8693978264927864
3,29,100,100,0.0002061787007541227,0.00022553457210428007,0.13497212951187976,0.1486651114114971,1.9355871350157372e-05,4.604311687472773e-08,ffddf34d8050eb4497542ae672e0d75abd095a0396646415859284998c94f4f6,0.8259591236710548,0.4210093691945076
3,29,200,200,0.00019484228942978632,0.0002220031772619535,0.13293589628074187,0.16199521688758364,2.716088783216719e-05,4.8178414369104416e-08,e01c29fc3c4e5139a2c23c75a580d1c2357a5da1c160b2b2897f83ee2eeeedd5,1.6508921533823013,0.8061666563153267
3,29,300,300,0.00018813596928435317,0.00021950753798449796,0.13148851667619965,0.17141561202437605,3.137156870014479e-05,4.529662178676119e-08,464530e79933600cec566d2a3c0ef773b56642ef820156cc705e4a9f36d81a32,2.4777021408081055,1.1852529644966125
3,29,400,400,0.00018277653754950052,0.0002171223637290609,0.1300813169796129,0.18041903017029912,3.434582617956039e-05,4.8492032611591185e-08,a553019c4b8ae6e07cbf79e9fb437452b2a02afd51be11a3560f00c7a7479e5a,3.3016239255666733,1.5697246864438057
3,29,500,500,0.0001793981834499192,0.00021557396103943915,0.12912921195493254,0.18626385129444045,3.617577758951995e-05,4.900911720895351e-08,4ee5e9b0095b7a89498dacc4e15b1f56045b115c05fb45a47d3900bf4ee48707,4.126713886857033,1.9523565992712975
3,29,600,600,0.0001768101055699134,0.00021449219697800004,0.12851164619178235,0.19034723185171704,3.768209140808665e-05,4.990658997172659e-08,f6a65e585d5ae3db8ed19e5d166f039a2792f322a3caee446528b04eb6649baa,4.9567777663469315,2.3371604159474373
3,29,700,700,0.00017444903950458723,0.0002131838625079041,0.1277504720505931,0.195285857313629,3.8734823003316876e-05,4.8403147268061275e-08,30ba82af9c388de721e737b002897ad9f09973f364142e4bf105362138aeca19,5.772260524332523,2.7128061577677727
3,29,800,800,0.00017234888609163335,0.0002119767220456481,0.12700996218472937,0.19984250147402063,3.9627835954014756e-05,4.965480171481573e-08,afb1b080642b902fad3503836fcef812b9c73932f74fec3cd54b217d62a62fbf,6.608019471168518,3.10268796980381
3,29,900,900,0.00017108334580218099,0.0002115391058472582,0.12675528564159322,0.20149438984760676,4.045576004507723e-05,5.021885995937225e-08,419455d36da132160cf3a2fbbee54315fa87050a56938bb38e0ae485c545c85e,7.43044738471508,3.483870066702366
3,29,1000,1000,0.0001694417856494823,0.00021045508135841828,0.12608903749878664,0.2055863029358008,4.101329570893597e-05,6.225777027246693e-08,91239c70462d6bb9f5b8a47e22c61ba055767c875aca4b98b1849838c39a006c,8.256740622222424,3.8686220198869705
3,43,100,100,0.00020600462010911258,0.00022561499396367424,0.1350282591879477,0.15135471542127807,1.9610373854561658e-05,4.7010727755036896e-08,34f2f82f38cccb84b01ca727575d40a9ac4763cdfd0583ee5c732d2121ae2219,0.8278930559754372,0.4221990555524826
3,43,200,200,0.00019487432290432594,0.00022214682759624793,0.1330575356460031,0.16440013843214737,2.7272504691921995e-05,4.8192368540256325e-08,c71f770ded13555c0e8506772d2646d3bee1f407cbb2748f37f92fda6b05a05f,1.6491684764623642,0.8021532669663429
3,43,300,300,0.00018798690476806712,0.00021940731836167515,0.13143488789501134,0.17470473544999615,3.142041359360803e-05,5.46152496561092e-08,900c9b67255a70937e9b56ed312aa436f201f4f61163292a72c1a4c71b80baeb,2.4728854820132256,1.1848914995789528
3,43,400,400,0.00018319986116122067,0.00021727489217227003,0.13016288298331347,0.18272580443374553,3.407503101104936e-05,4.7069573461122616e-08,6eeef818f4fd45b506941a0ded62d66de6bfe19279358cc1bf013075be0ce68c,3.300561636686325,1.5677893236279488
3,43,500,500,0.00017940805197813603,0.0002155376777537299,0.1291273461201854,0.18926029400243805,3.6129625775593865e-05,5.28983261638416e-08,7a76c8b16e06f9ff5c3e709d74b0a95cb03bbfff592a37e61b3bd8058a25b159,4.126145727932453,1.9502129256725311
3,43,600,600,0.00017659719390561435,0.00021424593981045348,0.12833840305847843,0.19411913469921127,3.764874590483913e-05,4.963944078006932e-08,f429cb39da84b3507f5953fcdbed4b22987a8f39e5f050edbd2a67137f6d01cc,4.953914828598499,2.3352488204836845
3,43,700,700,0.00017467618770528048,0.00021346781957198857,0.12788107302594653,0.19704601495485083,3.879163186670809e-05,5.122992696726669e-08,1a95d14bfa9cdcfc950113a4bcbce8718c1fe718f3bc4cdcc54ac82653be7a4e,5.785097740590572,2.721196696162224
3,43,800,800,0.00017266695188666858,0.0002123513661782539,0.1272550331191269,0.20124552710339796,3.968441429158531e-05,4.622163074508023e-08,ca3b33177deabdf31a62b888d29ab95f189445e9c3bfbd3f06c7fe88af03d682,6.609637662768364,3.102339468896389
3,43,900,900,0.00017121245555173914,0.0002117203726292871,0.12686885627181255,0.2036189939130395,4.050791707754797e-05,5.297375449409003e-08,4dac6409def26e8e1876cd969e1ef81102062d9f64a839856c882d057c59a648,7.435716368257999,3.4901225194334984
3,43,1000,1000,0.00016980281829503951,0.00021102906860548387,0.1264557090848939,0.20621931709947353,4.122625031044436e-05,5.960846438668455e-08,daa91982f95ff83a46a5b768bdac8551cd735735d62280933c457d0ac1c47ee1,8.262970373034477,3.868485912680626
4,17,100,100,6.069259341678901e-05,6.404657583924944e-05,0.03828766181834453,0.12304426095369186,3.353982422460433e-06,4.510213513775341e-08,f9dcc242b9fa5bd764e5fedcdf06cbd4dd944eddf36312b8d75d5d0bd96592b5,0.8299912214279175,0.42978380620479584
4,17,200,200,5.852482237456158e-05,6.365351013393195e-05,0.03808588720789885,0.12842630084549855,5.128687759370365e-06,5.039452788402343e-08,2617c7c26ca1e5a3fccd92c7bf5aa67292632eb2cc5c0189897ddab2b1c3a70f,1.6579844281077385,0.8200378865003586
4,17,300,300,5.706569703756159e-05,6.346087639741427e-05,0.03798255772619541,0.13106393226543758,6.395179359852676e-06,4.537156550465937e-08,0119c2cebe690d3d35aa18fa25b3d9d82ef481b75dadc477c120cefca38b3bd6,2.4847967997193336,1.2134467363357544
4,17,400,400,5.602805553728274e-05,6.33655276685019e-05,0.0379349541025249,0.13236949175764748,7.337472131219158e-06,4.300572831184013e-08,421663382768031d9e85d2b39f72159df6662ff0d81917a660024727bbdf2c0e,3.3161616548895836,1.6036360263824463
4,17,500,500,5.5209106675668806e-05,6.327798798100304e-05,0.0378886201098112,0.13356812619423514,8.06888130533423e-06,4.7291631055657035e-08,3a6a9369073e9d1a7d8bde2d11bd90e0e1f11caaa56904872a8ffc5beeebec2d,4.143197618424892,1.9936930388212204
4,17,600,600,5.4547642038826893e-05,6.319772000296098e-05,0.03784486329789161,0.134667192976233,8.650077964134084e-06,4.8815252284839517e-08,06978cfa0ab22aec4017214fb80f4b0abdc3bf09fee8b89b4db221a81821ee4c,4.97212091088295,2.381109856069088
4,17,700,700,5.399045426068838e-05,6.315246002852604e-05,0.037821220749265194,0.13528691376239074,9.162005767837655e-06,4.621998184184406e-08,5020e45f0ca9fc10dd5b064025691f7a2dc34002000a881a86e98bf8c5a13259,5.800739876925945,2.7784826308488846
4,17,800,800,5.356140026968603e-05,6.310144109455962e-05,0.037788648181958706,0.13598548892203974,9.540040824873586e-06,4.713979873116614e-08,0366d06f161236d72f56ca2ba5ff0027ec9bc7a5a452e87f7999ab0937c5c73e,6.632988132536411,3.165235586464405
4,17,900,900,5.318858237846058e-05,6.30838837354375e-05,0.0377824431609497,0.1362258925133775,9.895301356976915e-06,5.021978721764242e-08,55cd6d13367de4ffd554694b8e7e2119a024792e68161eb1f68303c00f768831,7.453475005924702,3.554292142391205
4,17,1000,1000,5.282903822134699e-05,6.304059056994049e-05,0.037754631034317754,0.13681868282959006,1.02115523485935e-05,4.729042157869401e-08,aa729d4795a189bca67ce13e8ae347dd70642e7445fc791ba194d0e23a83c1d2,8.288676865398884,3.948832057416439
4,29,100,100,6.066971898555096e-05,6.406155668514657e-05,0.03829565081196051,0.12315358121477891,3.3918376995956123e-06,4.4454197656307315e-08,30258c766c4aa3d50da084f08b39274a522212ea43c1a3fb2243b09ca03e9b24,0.8286622539162636,0.42879343032836914
4,29,200,200,5.8467681538054705e-05,6.367916013427788e-05,0.03809981748702285,0.12838765705581723,5.2114785962231736e-06,4.2431500535400346e-08,9340e7368b2b1a86532685b7257948d78e62b249bd308e511b4f59cc249ab460,1.658975675702095,0.8203610777854919
4,29,300,300,5.708094517853368e-05,6.348842960690604e-05,0.03799815814284102,0.13099829264653481,6.4074844283723564e-06,4.223112881618363e-08,46374be97454a3990cc18adbeb990caa7ed86120868b5939043a1ccb397c8cbe,2.4911965802311897,1.2143535241484642
4,29,400,400,5.600052531828936e-05,6.334751364889257e-05,0.037922500938975645,0.13292708831631667,7.34698833060321e-06,4.695601063531285e-08,11877658056e5f717e6b92102bb15fe924a5b73f0b7b31cfd269315bc1ed3a7d,3.3188897147774696,1.603442244231701
4,29,500,500,5.5231498204744156e-05,6.32643264655286e-05,0.03787792591072048,0.1340657179031691,8.032828260784441e-06,4.563729527617966e-08,132d8fa924a7c64cae6eacc0ed9f2b80a4d156c2bb42adf0e5053d453cdf1dcf,4.14050006121397,1.9902141615748405
4,29,600,600,5.457012747811518e-05,6.32334503798404e-05,0.03786068894623895,0.1344883361872495,8.663322901725223e-06,4.864833547113534e-08,cff9d79b8a30ad6eeab333e00746dbc3079fb88f94edacaa05d2805278045fb5,4.986088789999485,2.3896066546440125
4,29,700,700,5.402206503068996e-05,6.315922330557555e-05,0.03781720345887152,0.1355043237406886,9.137158274885593e-06,4.8296001198266936e-08,33c2525112f3b62eb731ac20b8dc4e37bd3c98f0f91e936fc42f80f967078dc6,5.7955673187971115,2.7731875106692314
4,29,800,800,5.353801330976182e-05,6.310563581379824e-05,0.0377862986317723,0.13623780576466676,9.567622504036422e-06,4.7591815821590444e-08,b51e219b1a47b423fd6d34a7e640ab234a651fc658510c22e6cd6a3a21724b98,6.62364899367094,3.161053419113159
4,29,900,900,5.317609792188094e-05,6.30737110975943e-05,0.03776948188715323,0.13667477724214347,9.89761317571336e-06,5.667927571728626e-08,83a7ad9237a1bd3a813f4b316f9b0d66a368879bd5309d4515b4a4cff683dcd0,7.463482700288296,3.5571883395314217
4,29,1000,1000,5.283037048009476e-05,6.304260357836711e-05,0.0377542879758721,0.13710056328673983,1.021223309827235e-05,4.7921942414319574e-08,a757a83fd8f8fbd869a126298ba0eb683af1c20703ba940c6b3a3cffca7f57ac,8.295556627213955,3.9494129195809364
4,43,100,100,6.071212205682741e-05,6.409414199293195e-05,0.03831908681843288,0.1241625848515878,3.382019936104541e-06,4.331384362288304e-08,98e8b33b571975a36ae13dee925c603ee3f00e01c5180f9ad6c030c6c97af725,0.8309796154499054,0.43039659410715103
4,43,200,200,5.850027772957844e-05,6.366952018410643e-05,0.03809276893139213,0.12996498201135318,5.169242454527989e-06,4.665437103312797e-08,c07eb957935810e7d2f7722ac05c696e12c5f8d565bb4190fe2ee3447f57df2c,1.6566369235515594,0.8191293701529503
4,43,300,300,5.708038510965352e-05,6.349313176290394e-05,0.03800275488219995,0.13237530492206684,6.412746653250423e-06,4.5320061481390894e-08,5a20e244b22941e663431f5b8deb9c7c2b224cda76565630da8a7833b111301a,2.4871337562799454,1.2107328698039055
4,43,400,400,5.604331234421167e-05,6.335740690222025e-05,0.03792893420904875,0.13422996601052783,7.314094558008577e-06,4.6235885342582606e-08,ff3d067d219419f064229054b4c5a44abc104dda35a1741996c7d71ecf064271,3.3182439506053925,1.6034438833594322
4,43,500,500,5.519108387774807e-05,6.325080474134381e-05,0.037870213333007996,0.13568666951147412,8.059720863595743e-06,4.5493091960224774e-08,ccf3bcde4daeffb8668cee83c0294d247d2781ce82739ce683937de75a5f82cd,4.143613763153553,1.9940460920333862
4,43,600,600,5.45287562734309e-05,6.31942585700429e-05,0.03784207429498565,0.1364593649711339,8.665502296612004e-06,4.3729291743233034e-08,79a9fe5e78972d03147893610f0beec24675453ac8765bd1ed7c97c68e1a8146,4.971860289573669,2.382910892367363
4,43,700,700,5.400977550662489e-05,6.315571997195235e-05,0.037821416064844016,0.13698598948135507,9.14594446532746e-06,4.8254021223215204e-08,778826bfde29f34d76aec483d4407c18c1a60986e108c40ff858644a0c9fe564,5.802656501531601,2.7742162197828293
4,43,800,800,5.3527661293184536e-05,6.310657902641736e-05,0.037790041342645964,0.137657493574819,9.578917733232828e-06,4.496798555742032e-08,31a3b6d7ca779863570b1eeb9914dbdc390f3dd3e493f4ccb3ff7bfeeb108ce4,6.6243651658296585,3.1629396826028824
4,43,900,900,5.314879427986696e-05,6.306578236792149e-05,0.037769224796647904,0.138214974162166,9.916988088054524e-06,4.7696950278286465e-08,fa1639130519456637b6c4feb2bb5a901583a9b216bdff2a13fbf60ba8e11767,7.457649238407612,3.5582379698753357
4,43,1000,1000,5.2802947174246384e-05,6.303687798858704e-05,0.03775510827256312,0.13860994843119584,1.0233930814340653e-05,4.462062019872093e-08,f7362cd748ff3cc47dbf33d414227466b89800035d5848f1546ba5dc9f758e0e,8.281355179846287,3.940382070839405
