bit_width,seed,horizon_steps,step,calibration_mse,wikitext_validation_mse,original_scale_validation_mse,relative_improvement,generalization_gap,orthogonality_max_abs
2,29,900,330,0.0004299666261928792,0.0005288594992691742,0.3156026625147206,0.4138182821126136,9.889287307629502e-05,3.453971717526372e-07
2,29,900,340,0.000428604110531694,0.0005284304088188918,0.31538761316369346,0.4142938809770061,9.98262982871978e-05,3.823334657759858e-07
2,29,900,350,0.00042749838894451386,0.0005277223192603486,0.3149382655692534,0.41507871920798906,0.00010022393031583476,4.036268390628095e-07
2,29,900,360,0.0004263686013832313,0.0005271599283958039,0.31461323818712117,0.41570206670114845,0.00010079132701257265,3.7740665959073993e-07
2,29,900,370,0.0004248908438864163,0.000526629612398466,0.31430305195590336,0.416289862784555,0.00010173876851204966,3.6031845063178025e-07
2,29,900,380,0.00042397608770272655,0.000526239391255956,0.31407569166185567,0.4167223793602969,0.00010226330355322943,4.5352133626330726e-07
2,29,900,390,0.00042293992033748395,0.0005256053984226128,0.3136575208118302,0.4174250896428785,0.00010266547808512883,4.185781141696765e-07
2,29,900,400,0.00042183796058026246,0.0005252155352177823,0.3134423027613593,0.41785720948465954,0.00010337757463751984,3.4596920883700477e-07
2,29,900,410,0.00042085438127870134,0.0005248643449569101,0.3132428471253661,0.4182464646851577,0.0001040099636782088,3.756045332536928e-07
2,29,900,420,0.00041988509303791943,0.0005242168067773889,0.31287147394323256,0.4189641884718987,0.00010433171373946948,3.9514447613964165e-07
2,29,900,430,0.00041901908980612745,0.000523938852113659,0.31270551928719215,0.419272270188319,0.00010491976230753153,3.321387723742575e-07
2,29,900,440,0.0004180919653222759,0.0005235618834351641,0.3124675170502087,0.4196900978870844,0.0001054699181128882,4.948198145671157e-07
2,29,900,450,0.0004169139898877461,0.000523218802234382,0.31229468409674155,0.4200703650996942,0.00010630481234663591,6.300042518780913e-07
2,29,900,460,0.00041600881936965095,0.0005228997337383134,0.31209727170971746,0.4204240169096885,0.00010689091436866249,4.328361310479423e-07
2,29,900,470,0.0004151735033950388,0.0005226417870733968,0.31195023117652454,0.4207099219929348,0.00010746828367835803,3.842940959897234e-07
2,29,900,480,0.0004144539727022334,0.0005222253718191183,0.3116859315705369,0.4211714718175003,0.00010777139911688494,3.7335292679685494e-07
2,29,900,490,0.0004136580014808544,0.0005218917960352343,0.31149483658646204,0.4215412033365767,0.00010823379455437987,3.590095378758207e-07
2,29,900,500,0.0004128713766817782,0.0005216879939133889,0.3113713247976193,0.4217670952380316,0.00010881661723161073,4.0322521588365134e-07
2,29,900,510,0.00041210252982004647,0.0005214404181330679,0.3112254687202949,0.4220415053534147,0.00010933788831302138,5.11630943833552e-07
2,29,900,520,0.0004115471981886998,0.0005212753587198193,0.3111208807476942,0.42222445528727276,0.00010972816053111956,3.984193428507865e-07
2,29,900,530,0.00041078556804663435,0.0005208608004512172,0.3109031518415577,0.42268394685051297,0.00011007523240458283,3.660780598657709e-07
2,29,900,540,0.0004102086547188577,0.0005206185631276838,0.31074512633040285,0.42295243988248354,0.00011040990840882614,3.9897030101876396e-07
2,29,900,550,0.0004094331013497765,0.0005205605713953787,0.3107223571396389,0.4230167172440756,0.0001111274700456022,3.5384469065924407e-07
2,29,900,560,0.00040878433634894407,0.0005204270983973913,0.3106494417797876,0.42316465716263607,0.00011164276204844725,4.160006676912076e-07
2,29,900,570,0.0004082086716028499,0.0005202463930888968,0.3105302276344446,0.4233649488248093,0.00011203772148604685,3.5488849103870734e-07
2,29,900,580,0.0004076311097396257,0.0005199678596223833,0.3103782534253696,0.4236736720795028,0.00011233674988275766,3.438097919694627e-07
2,29,900,590,0.0004070121516477343,0.0005197496862194839,0.31023789146456693,0.42391549294172737,0.00011273753457174962,4.1994239885490003e-07
2,29,900,600,0.0004065202464911266,0.0005195069136920694,0.3100934785907157,0.42418457918745495,0.00011298666720094275,4.308380310291682e-07
2,29,900,610,0.0004059552050534876,0.000519429992097642,0.3100520258922188,0.4242698381880523,0.00011347478704415437,3.477972821963604e-07
2,29,900,620,0.0004055134186842224,0.0005192720801137085,0.30995696536228934,0.4244448659943884,0.0001137586614294861,3.5884988713874577e-07
2,29,900,630,0.0004049165990682724,0.0005190673231378895,0.3098485576620078,0.42467181624488193,0.00011415072406961713,3.836745801066854e-07
2,29,900,640,0.0004045481992900335,0.0005189190155370227,0.3097526405899771,0.4248361986647345,0.00011437081624698919,4.2871444927428115e-07
2,29,900,650,0.00040420960544551576,0.0005187925168161911,0.3096715208957903,0.42497640837561246,0.00011458291137067533,4.369932372627616e-07
2,29,900,660,0.00040370496515684806,0.0005186604328173416,0.30958922357331176,0.4251228087436838,0.00011495546766049358,3.5931010389234075e-07
2,29,900,670,0.00040327074934687346,0.0005185010949730895,0.3095101980470645,0.4252994169570132,0.00011523034562621604,4.1938157968601786e-07
2,29,900,680,0.000402873473667853,0.0005184584063897546,0.30948675744184584,0.42534673248627564,0.00011558493272190162,3.872500188295547e-07
2,29,900,690,0.0004024622378082654,0.000518404162045627,0.3094390002061118,0.42540685628639713,0.0001159419242373616,5.994351466309666e-07
2,29,900,700,0.00040214666143434386,0.0005183425273163067,0.3094104191641236,0.42547517150350944,0.00011619586588196285,3.955528704580047e-07
2,29,900,710,0.0004016909155062365,0.0005183341021428589,0.3094031503460428,0.42548450986776676,0.00011664318663662243,3.4703240925360035e-07
2,29,900,720,0.00040142047151725535,0.0005180210677604435,0.30921887385829905,0.4258314735363699,0.00011660059624318819,3.791195015701021e-07
2,29,900,730,0.00040115006018126564,0.0005180866993317323,0.30925044181003614,0.4257587282661065,0.0001169366391504667,4.2222798790625404e-07
2,29,900,740,0.0004009005447596081,0.0005178290940808239,0.3091058587115185,0.4260442549300371,0.00011692854932121577,3.8741572794265267e-07
2,29,900,750,0.00040058954775190614,0.0005179365349778919,0.30916491959669656,0.4259251686893593,0.0001173469872259858,3.9868189627423334e-07
2,29,900,760,0.0004003205435054724,0.000517761334073441,0.30906539698162305,0.42611935933411155,0.00011744079056796863,4.527379385832475e-07
2,29,900,770,0.00040011846461140976,0.0005177905717559383,0.3090728927327291,0.4260869526268916,0.00011767210714452858,3.7468903602011494e-07
2,29,900,780,0.00039988093873688513,0.0005176119965284443,0.3089743923719652,0.4262848833320586,0.00011773105779155912,3.798488992234894e-07
2,29,900,790,0.0003996675878710221,0.0005175268833461644,0.30891844272809976,0.42637922179335624,0.00011785929547514229,4.946969072161522e-07
2,29,900,800,0.0003995160282439514,0.000517548279166391,0.30893090661629685,0.4263555069150693,0.00011803225092243963,4.1072517276141696e-07
2,29,900,810,0.00039928090547647344,0.0005174813947217416,0.3088938754476658,0.4264296408555936,0.00011820048924526816,3.8920362865901836e-07
2,29,900,820,0.00039910372569096353,0.0005174394384983572,0.3088703395687844,0.426476144645605,0.00011833571280739363,3.3854051828541287e-07
2,29,900,830,0.00039896804771188954,0.0005174199163633375,0.30886662656484987,0.42649778275300115,0.00011845186865144797,3.949116276213971e-07
2,29,900,840,0.00039882280628411593,0.0005173115427226094,0.3087956871568167,0.4266179028359032,0.00011848873643849345,5.473298680946925e-07
2,29,900,850,0.0003987061206718323,0.0005173573498744588,0.3088335880665909,0.4265671307215708,0.0001186512292026265,3.199397055064779e-07
2,29,900,860,0.00039859482173909555,0.0005173600690113744,0.30883105506927677,0.4265641168618395,0.00011876524727227888,3.705043793988949e-07
2,29,900,870,0.00039848645586282316,0.0005172758003126887,0.30878467464435744,0.42665751930734347,0.00011878934444986555,3.5693590438867773e-07
2,29,900,880,0.00039839919935680257,0.0005173524261063989,0.3088254756662536,0.4265725881688207,0.0001189532267495963,3.3676335631227516e-07
2,29,900,890,0.0003983065881012493,0.000517239917567025,0.3087491869646328,0.4266972913252891,0.00011893332946577573,3.500461573935354e-07
2,29,900,900,0.00039825963640538475,0.0005172387704277526,0.30875737250516977,0.42669856280111645,0.00011897913402236782,5.2937507266648254e-08
2,29,1000,0,0.000901747012164833,0.0009022108386034233,0.5365855618438218,0.0,4.6382643859033124e-07,3.278039950593836e-08
2,29,1000,10,0.0006849697844373281,0.0007124400078879489,0.4243146250719292,0.21033978156284405,2.747022345062078e-05,3.2692163920433615e-07
2,29,1000,20,0.0006331635381755518,0.0006782347702483094,0.404466268082615,0.24825246912552898,4.507123207275754e-05,3.6632995592533746e-07
2,29,1000,30,0.0005967090174792133,0.0006539629282755755,0.3903664711433521,0.2751550964651711,5.7253910796362106e-05,3.452974006723508e-07
2,29,1000,40,0.0005706123057827028,0.0006353181321330226,0.37936238934344146,0.2958207716541481,6.470582635031974e-05,3.0131090333895827e-07
2,29,1000,50,0.0005503539624314158,0.0006207524034209655,0.3707121421912234,0.3119652559463165,7.039844098954973e-05,2.9767947462566724e-07
2,29,1000,60,0.0005345741246287616,0.00060831848790599,0.36323471161085763,0.32574686328570807,7.374436327722833e-05,2.959752085640588e-07
2,29,1000,70,0.0005218057439986268,0.0005978057014708327,0.3569196818252749,0.3373991134974552,7.599995747220589e-05,2.9418631375399684e-07
2,29,1000,80,0.0005113401229603909,0.0005892479135063411,0.35178182024992566,0.3468844661426735,7.79077905459502e-05,3.4455424446910854e-07
2,29,1000,90,0.0005022085399701837,0.0005814803312667038,0.3471751640972798,0.35549396395325294,7.927179129652018e-05,3.0102562753597795e-07
2,29,1000,100,0.0004942791308941707,0.0005746365939884868,0.3430341549064906,0.36307948275372626,8.035746309431602e-05,3.3770355156725884e-07
2,29,1000,110,0.0004881904832831907,0.0005695119308448682,0.33993803931844013,0.3687595997777595,8.132144756167747e-05,4.4377655705751806e-07
2,29,1000,120,0.0004823271322944578,0.0005645286924309545,0.33693343990762514,0.3742829632762822,8.220156013649671e-05,3.3781495156759433e-07
2,29,1000,130,0.00047773408536677664,0.0005605156110419784,0.3344941512659716,0.3787310160121461,8.27815256752018e-05,3.4883494071102916e-07
2,29,1000,140,0.0004731758198754932,0.0005567320631687522,0.3321869425717523,0.3829246564688302,8.355624329325906e-05,3.1957951285299657e-07
2,29,1000,150,0.000469066045447164,0.0005538158846647434,0.3304981948585919,0.3861569148049448,8.474983921757939e-05,4.904423103191391e-07
2,29,1000,160,0.00046582744120016173,0.0005506622342998924,0.3285690356633495,0.3896523841896096,8.483479309973063e-05,3.12840371052836e-07
2,29,1000,170,0.00046289145695332934,0.0005487787796116805,0.3274469332409353,0.3917399834597839,8.58873226583512e-05,3.9602349666267855e-07
2,29,1000,180,0.0004594101865578182,0.0005463903273739135,0.32600049303891865,0.39438731614031813,8.698014081609529e-05,3.508863963830322e-07
2,29,1000,190,0.0004563351344923916,0.0005441708060729411,0.3247147742877132,0.396847407735325,8.78356715805495e-05,3.2979944619704327e-07
2,29,1000,200,0.0004541153154349331,0.0005424713603261466,0.323704303958948,0.3987310536350186,8.835604489121351e-05,4.31258231792242e-07
2,29,1000,210,0.0004514879397046201,0.0005404002929232377,0.3224339727894403,0.40102660065606177,8.891235321861757e-05,3.4859540809506484e-07
2,29,1000,220,0.00044917858815729517,0.0005390022053468613,0.3216279861480871,0.40257622466472537,8.982361718956611e-05,3.2615010114867005e-07
2,29,1000,230,0.00044716245645481933,0.0005376849172140652,0.3208268537555341,0.4040362915098934,9.052246075924586e-05,3.565195794141829e-07
2,29,1000,240,0.0004452263774243903,0.0005367167457634991,0.32023184658191894,0.4051094014850127,9.149036833910884e-05,3.606173738512908e-07
2,29,1000,250,0.00044343244317346375,0.0005350458648507583,0.31924707910184225,0.4069613864548754,9.161342167729458e-05,4.3815386829848535e-07
2,29,1000,260,0.00044167273445694377,0.0005337936675786636,0.31850988407586556,0.4083493073471061,9.212093312171987e-05,3.42151401877544e-07
2,29,1000,270,0.00044007969751902465,0.0005331123155443152,0.3180925026472323,0.40910451001725273,9.30326180252905e-05,4.075377122436663e-07
2,29,1000,280,0.0004383352294716758,0.0005323101591407919,0.3175820223414121,0.4099936108451312,9.397492966911614e-05,3.826645278426355e-07
2,29,1000,290,0.0004367221581063063,0.0005311930607749815,0.3169473016887423,0.41123178968095586,9.44709026686752e-05,3.951452275385847e-07
2,29,1000,300,0.0004352595922423319,0.0005306262163546904,0.31663209378893953,0.41186007344350584,9.536662411235852e-05,4.862357901869174e-07
2,29,1000,310,0.0004337064543786795,0.0005296182244141079,0.3160161802006769,0.4129773199866119,9.591177003542839e-05,3.965365777958141e-07
2,29,1000,320,0.00043210658058789875,0.0005290924221714732,0.31568937758129323,0.4135601130768042,9.698584158357448e-05,3.370895256260553e-07
2,29,1000,330,0.0004306336245321063,0.0005280902119721986,0.31508837947058055,0.41467095120509134,9.745658744009233e-05,3.2443146524840927e-07
2,29,1000,340,0.0004293368955394783,0.0005276561924194567,0.3148534613492302,0.4151520134293202,9.831929687997842e-05,3.826372509951881e-07
2,29,1000,350,0.00042838937788403086,0.0005271084314113494,0.31451372732499294,0.4157591453597625,9.871905352731858e-05,3.619706119284416e-07
2,29,1000,360,0.00042720347871316733,0.0005264893870187137,0.31416264783638326,0.4164452869645275,9.92859083055464e-05,3.271854429609533e-07
2,29,1000,370,0.0004258223899089586,0.0005259419854066749,0.3138416694755506,0.4170520205445476,0.00010011959549771632,3.948586182467295e-07
2,29,1000,380,0.0004249647431979753,0.0005256143122132073,0.3136525673653523,0.4174152097010587,0.00010064956901523203,4.354227266523125e-07
2,29,1000,390,0.00042395670141637254,0.0005248675659359492,0.31317486822081264,0.41824289458945363,0.00010091086451957665,3.8990269235483765e-07
2,29,1000,400,0.0004229437481964027,0.0005246895948758379,0.3130926159437877,0.4184401556425206,0.0001017458466794352,3.2682465311850706e-07
2,29,1000,410,0.00042182812268798386,0.0005242421261524299,0.3128117543292319,0.4189361247710899,0.00010241400346444607,3.9048592426205175e-07
2,29,1000,420,0.0004207902895210225,0.0005234478455005132,0.31236908973096433,0.4198164962074897,0.00010265755597949067,4.583303525595994e-07
2,29,1000,430,0.0004199792045618267,0.0005233660982373323,0.3123101122928347,0.4199071039232066,0.00010338689367550558,4.1073114642742325e-07
2,29,1000,440,0.00041911514435888364,0.000523077738520783,0.31212654154114716,0.42022671847915194,0.00010396259416189935,3.9252060601846495e-07
2,29,1000,450,0.00041785142993511215,0.0005224237969017054,0.31178740337418276,0.42095153976381955,0.00010457236696659322,3.401717738604759e-07
2,29,1000,460,0.00041712952416439464,0.000522185484912896,0.3116226019874375,0.42121568200043724,0.00010505596074850132,3.4388239478211347e-07
2,29,1000,470,0.0004162358142849598,0.0005219848012831818,0.3115213308356033,0.42143811740148474,0.000105748986998222,3.7111794193300796e-07
2,29,1000,480,0.00041559868359364316,0.0005215765726482857,0.31124720059506217,0.42189059327234435,0.00010597788905464256,3.8190411544292147e-07
2,29,1000,490,0.00041470418156208666,0.0005212260434479532,0.31105440631836245,0.42227911576102906,0.00010652186188586654,3.371438297428142e-07
2,29,1000,500,0.0004138592176534672,0.0005209455639967331,0.3108758862099421,0.422589995922538,0.00010708634634326586,5.151326052388328e-07
2,29,1000,510,0.00041305667582314243,0.0005207202317265569,0.31076007029878383,0.42283975158998816,0.00010766355590341448,4.1273599626912016e-07
2,29,1000,520,0.0004125518867130751,0.0005204904033000446,0.3105796118188664,0.423094490744827,0.00010793851658696951,3.684582079443999e-07
2,29,1000,530,0.0004118272519910704,0.0005200440274535367,0.31034388083844533,0.42358924854135144,0.00010821677546246633,3.600476989884527e-07
2,29,1000,540,0.00041117766391352006,0.0005197905555487381,0.31019012239084987,0.4238701938525284,0.00010861289163521803,3.8844630512180345e-07
2,29,1000,550,0.00041027402705395843,0.0005197128197451661,0.3101649605914645,0.4239563553130715,0.00010943879269120771,3.536917458912825e-07
2,29,1000,560,0.00040971937646183676,0.0005197033948007856,0.3101580982629457,0.42396680181180246,0.00010998401833894889,3.696468824365695e-07
2,29,1000,570,0.0004091860495716304,0.0005193850235230002,0.30996436957957485,0.424319680833161,0.0001101989739513698,3.844682764375662e-07
2,29,1000,580,0.0004085798070718738,0.000519088561159009,0.30979192934410094,0.42464827626928997,0.00011050875408713523,3.7883424619522543e-07
2,29,1000,590,0.00040786800462022654,0.0005188958320196946,0.30966554102087684,0.42486189500569616,0.00011102782739946804,4.021706501156075e-07
2,29,1000,600,0.00040736157258969286,0.0005186778153554172,0.30953385693374,0.42510354214065504,0.00011131624276572438,3.7767596094973044e-07
2,29,1000,610,0.00040675862183015,0.0005184434932914428,0.3093901097363414,0.425363261990992,0.0001116848714612928,4.0129156386736753e-07
2,29,1000,620,0.0004062370842596863,0.0005182875030662615,0.3092966407912172,0.425536159742279,0.00011205041880657518,3.8113707245823747e-07
2,29,1000,630,0.0004056280932029921,0.0005181607501221208,0.3092246502974376,0.42567665123131593,0.00011253265691912873,4.285782538859806e-07
2,29,1000,640,0.00040525748284458984,0.000517933889195632,0.30908851421554573,0.42592810124364344,0.00011267640635104215,3.9040039778726054e-07
2,29,1000,650,0.0004048300910461933,0.0005177395586599687,0.30897534956147865,0.42614349494913706,0.0001129094676137754,3.8999364559977323e-07
2,29,1000,660,0.0004043069798456145,0.0005177111577445714,0.3089617966934384,0.42617497419343564,0.00011340417789895696,3.9316531230682017e-07
2,29,1000,670,0.0004038657682254865,0.0005174540639920622,0.30880827586497617,0.4264599339184898,0.0001135882957665757,3.9361449610808563e-07
2,29,1000,680,0.00040332597694181516,0.0005172720136634723,0.30870292788313236,0.4266617163852928,0.00011394603672165715,4.035912264388486e-07
2,29,1000,690,0.0004028759960839068,0.0005172490156972742,0.3086871439127208,0.4266872070635402,0.00011437301961336743,3.719706926919031e-07
2,29,1000,700,0.0004024149509458397,0.0005172572298963729,0.30869255454217637,0.4266781025407976,0.00011484227895053323,3.8624530573905247e-07
2,29,1000,710,0.00040200404636081544,0.0005171390742351178,0.30862593753045076,0.4268090649014781,0.00011513502787430241,4.26395914576716e-07
2,29,1000,720,0.00040159148758256435,0.0005169009655521251,0.30848371713500455,0.4270729817962932,0.0001153094779695607,3.8514596367722476e-07
2,29,1000,730,0.0004013688773056856,0.0005168652292528719,0.3084638025534332,0.42711259149474073,0.00011549635194718633,3.5171788637100576e-07
2,29,1000,740,0.00040090787574165176,0.000516646290789069,0.3083451991624315,0.4273552603415724,0.00011573841504741722,4.153639845405621e-07
2,29,1000,750,0.00040054413562629065,0.0005166660380950816,0.30835446950777623,0.4273333726572666,0.00011612190246879095,3.802137846786735e-07
2,29,1000,760,0.0004001978291849895,0.0005164928244134614,0.3082489115968201,0.4275253606873465,0.00011629499522847198,3.745325487525264e-07
2,29,1000,770,0.00039991951278395277,0.0005164966102366719,0.3082358526353346,0.42752116452493244,0.00011657709745271916,3.958682750493381e-07
2,29,1000,780,0.0003996022136316668,0.0005162796172228923,0.30810572052905627,0.4277616770575856,0.00011667740359122547,3.856096593146674e-07
2,29,1000,790,0.0003992848145948358,0.0005161436292500099,0.30802298826711194,0.42791240454506835,0.00011685881465517411,3.7201176394940916e-07
2,29,1000,800,0.00039907314092602064,0.0005161731910590106,0.3080534241607893,0.4278796385798019,0.00011710005013298996,3.503583301256441e-07
2,29,1000,810,0.0003987453954259479,0.0005160643339117144,0.3079905502859219,0.42800029457576033,0.00011731893848576647,3.826772285719926e-07
2,29,1000,820,0.00039848801336006545,0.0005160415531832996,0.30796627805557364,0.4280255444701753,0.00011755353982323413,3.6510375789333693e-07
2,29,1000,830,0.00039826858460934034,0.0005159763872786272,0.30794750625500455,0.4280977736009773,0.00011770780266928682,4.1103741343917477e-07
2,29,1000,840,0.00039799392675199385,0.0005158248098524609,0.3078478423985871,0.4282657802571607,0.00011783088310046708,4.6703180012208634e-07
2,29,1000,850,0.00039781170106323316,0.0005158214187872545,0.30785318658035976,0.42826953887439445,0.00011800971772402136,4.0949875068641006e-07
2,29,1000,860,0.0003976086387460498,0.0005158855318896372,0.3078979649917528,0.42819847665740546,0.00011827689314358736,3.787665893151271e-07
2,29,1000,870,0.0003974036660938651,0.0005157394698418472,0.3078037040854724,0.4283603701323454,0.00011833580374798203,3.8326018270140594e-07
2,29,1000,880,0.00039722093947602843,0.000515805340015163,0.30784587924426887,0.4282873603983704,0.00011858440053913455,4.7120083812579594e-07
2,29,1000,890,0.0003970298433682018,0.0005156711791372004,0.30775445300878346,0.4284360627550947,0.0001186413357689986,5.057052467893897e-07
2,29,1000,900,0.00039686390288196094,0.0005155945114747595,0.3077148342858891,0.42852104030043164,0.0001187306085927986,3.715867999964928e-07
2,29,1000,910,0.00039676209905437076,0.0005155824147884402,0.3077098071735236,0.4285344481268528,0.00011882031573406948,4.4728236869850946e-07
2,29,1000,920,0.0003966276356521803,0.0005156106338297661,0.30772141943316456,0.4285031704696595,0.00011898299817758584,4.038437255715621e-07
2,29,1000,930,0.00039650156383252977,0.0005155248058450468,0.30767497363376606,0.4285983012096673,0.00011902324201251702,4.1601879563479827e-07
2,29,1000,940,0.00039637190003460887,0.0005155551600370956,0.3076960103126112,0.42856465697624646,0.00011918326000248669,3.566329103144028e-07
2,29,1000,950,0.00039628198799057657,0.000515452543847772,0.30763481278700056,0.4286783955669759,0.00011917055585719538,4.0392018640922345e-07
2,29,1000,960,0.0003961737352256023,0.0005154637138709006,0.3076405308206631,0.42866601484325734,0.00011928997864529833,3.8294004922612146e-07
2,29,1000,970,0.00039609467258827635,0.000515441394462357,0.3076311368349707,0.42869075341609264,0.00011934672187408069,4.228697596531106e-07
2,29,1000,980,0.00039604645359148094,0.0005154444329935615,0.307625569150332,0.42868738554344643,0.00011939797940208052,3.2068022481901437e-07
2,29,1000,990,0.00039598189327172406,0.0005153774660495714,0.3075899048399151,0.4287616109252804,0.00011939557277784729,6.283593599887283e-07
2,29,1000,1000,0.0003959504546759973,0.0005154370211606363,0.3076322847277879,0.42869560073285456,0.00011948656648463896,6.034930311038522e-08
2,43,100,0,0.0009095317813887505,0.0009063231538846139,0.5398882378431153,0.0,-3.2086275041365298e-06,3.246260438238835e-08
2,43,100,10,0.0006840439857285219,0.0007124008236161217,0.42424181695241714,0.21396598932435631,2.8356837887599795e-05,3.0483672364134407e-07
2,43,100,20,0.0006318867049657229,0.00067718920190174,0.40390676042261475,0.2528170564778989,4.530249693601718e-05,3.0271605511167365e-07
2,43,100,30,0.0005968840952021992,0.0006545380135420942,0.3906344059460025,0.27780945379508104,5.765391833989497e-05,3.268712633897053e-07
2,43,100,40,0.0005705306648131625,0.0006373110132074089,0.38049665526068566,0.2968170232926142,6.67803483942464e-05,3.5374955198452795e-07
2,43,100,50,0.0005513277192576993,0.0006247222558499743,0.3730230671417303,0.3107069446782454,7.339453659227502e-05,3.0844492726611605e-07
2,43,100,60,0.0005364686116600126,0.0006157919605485063,0.36771761493582744,0.32056026825625583,7.932334888849368e-05,3.2099294622334185e-07
2,43,100,70,0.0005256462404794604,0.0006094717527425075,0.36394733064480533,0.32753372775457,8.382551226304713e-05,3.2715875519784277e-07
2,43,100,80,0.0005183965956163661,0.0006057218151589439,0.36169252613035496,0.331671255928148,8.732521954257777e-05,3.1412863821245196e-07
2,43,100,90,0.0005137881888650497,0.0006035073229817556,0.3603760025725933,0.3341146362695822,8.971913411670585e-05,2.756828425543034e-07
2,43,100,100,0.0005111983151451227,0.0006022158351584039,0.35960163506842946,0.33553961125539844,9.101752001328123e-05,4.351201421393114e-08
2,43,200,0,0.0009095317813887505,0.0009063231538846139,0.5398882378431153,0.0,-3.2086275041365298e-06,3.246260438238835e-08
2,43,200,10,0.0006841393962560005,0.0007125585409255564,0.4243484954131418,0.21379197047825413,2.8419144669555862e-05,3.3224225903794036e-07
2,43,200,20,0.0006322110484688892,0.0006770244306224527,0.40379389556073875,0.2529988583866123,4.481338215356345e-05,2.886406295088406e-07
2,43,200,30,0.0005967509972677476,0.0006537082402111594,0.3901447931120856,0.27872499184282734,5.695724294341176e-05,3.245528206186066e-07
2,43,200,40,0.0005701040945709224,0.0006355098518788793,0.37941417426554835,0.2988043512349818,6.540575730795695e-05,3.1716546700089054e-07
2,43,200,50,0.000550401362840347,0.0006211591766209779,0.3708751114181723,0.3146383009651555,7.075781378063084e-05,3.1553280233076464e-07
2,43,200,60,0.0005341285068460877,0.0006098483159853174,0.3641941211235462,0.3271182432320839,7.571980913922971e-05,2.9061288908671656e-07
2,43,200,70,0.0005209727568491473,0.000599946387843886,0.3582610074272452,0.3380436268537982,7.897363099473864e-05,3.139109125971373e-07
2,43,200,80,0.0005101543706285128,0.0005920260340133154,0.3534880758761574,0.346782622207302,8.187166338480267e-05,3.210188781466172e-07
2,43,200,90,0.0005008113527509295,0.0005854595570937704,0.34954726451815077,0.3540278050004374,8.464820434284093e-05,3.146248304108923e-07
2,43,200,100,0.000492136900568596,0.0005799711174461208,0.34625061189308326,0.36008352543980326,8.78342168775248e-05,3.546033622292555e-07
2,43,200,110,0.0004855459130403972,0.0005756323387373641,0.34361879380048777,0.3648707568926909,9.00864256969669e-05,3.801097150368804e-07
2,43,200,120,0.00047952121404115644,0.0005723772629782076,0.3417156623372648,0.36846227471412674,9.285604893705113e-05,3.0038722109715366e-07
2,43,200,130,0.0004745731808490916,0.0005697563400843819,0.3401303706368708,0.3713540941304045,9.51831592352903e-05,3.429253481179728e-07
2,43,200,140,0.0004701289999431424,0.0005673771950966966,0.33874152256612433,0.37397914566692103,9.72481951535542e-05,3.205928975624772e-07
2,43,200,150,0.00046676924197619485,0.0005657369202953788,0.33775271330796386,0.37578895797756035,9.896767831918396e-05,3.075843655331312e-07
2,43,200,160,0.0004640230577077631,0.0005645506612275142,0.3370341670597554,0.37709782784674567,0.0001005276035197511,3.042709676437383e-07
2,43,200,170,0.00046181653376109466,0.0005636189331301722,0.3364738829750422,0.37812585862511483,0.00010180239936907753,3.970923907470336e-07
2,43,200,180,0.00046018764178512583,0.000562913608154858,0.3360514371579484,0.37890408543339077,0.00010272596636973219,3.030922717250917e-07
2,43,200,190,0.00045900599466008885,0.0005624785872981874,0.3357960813527825,0.37938406970258437,0.0001034725926380986,3.119114637684106e-07
2,43,200,200,0.0004581055811865298,0.0005621775440669552,0.335618629936107,0.37971622852467996,0.00010407196288042542,4.513477436240976e-08
2,43,300,0,0.0009095317813887505,0.0009063231538846139,0.5398882378431153,0.0,-3.2086275041365298e-06,3.246260438238835e-08
2,43,300,10,0.000684149940141765,0.0007125467883355441,0.42432166795515514,0.21380493780669754,2.839684819377908e-05,2.877302467396703e-07
2,43,300,20,0.0006323737219560144,0.0006772857058123805,0.40395692059610155,0.2527105779991943,4.491198385636608e-05,3.6448966578284114e-07
2,43,300,30,0.0005969812279147391,0.0006540958237302164,0.39038525693649717,0.278297347997036,5.711459581547729e-05,3.236098300440915e-07
2,43,300,40,0.0005705001822136069,0.0006352890748217987,0.3792465556125535,0.29904794763449366,6.478889260819187e-05,3.2979278796752e-07
2,43,300,50,0.0005505409882147205,0.0006206829740058595,0.3706314562332409,0.3151637235068585,7.014198579113895e-05,3.175576539504732e-07
2,43,300,60,0.0005344823094191042,0.0006088655696423473,0.36360475399760617,0.32820256546169696,7.438326022324304e-05,3.31108041873307e-07
2,43,300,70,0.0005216597166874948,0.0005984849408733339,0.3574006890612509,0.33965612783017524,7.682522418583915e-05,3.0608716750091247e-07
2,43,300,80,0.0005107852593013718,0.0005898327708493412,0.35217093441769975,0.3492025793214656,7.904751154796941e-05,3.281370219987423e-07
2,43,300,90,0.0005017631720729554,0.0005828941453955849,0.34802920341280696,0.35685837562769085,8.113097332262953e-05,2.922987329956328e-07
2,43,300,100,0.0004931453547332154,0.0005767495570889736,0.3443296299874419,0.3636380637337211,8.360420235575816e-05,3.310801650613371e-07
2,43,300,110,0.00048615641016525046,0.0005717778692524433,0.34131110619091487,0.3691236213024767,8.562145908719287e-05,3.347937334030604e-07
2,43,300,120,0.0004800924181065369,0.0005675885876659237,0.3388375433814872,0.373745903728523,8.749616955938677e-05,3.128997829726643e-07
