bit_width,seed,horizon_steps,step,calibration_mse,wikitext_validation_mse,original_scale_validation_mse,relative_improvement,generalization_gap,orthogonality_max_abs
2,17,300,120,0.00047986296166158127,0.0005671587188587068,0.3385316407884602,0.37339996688020266,8.729575719712557e-05,3.384245608195613e-07
2,17,300,130,0.00047421177607809284,0.0005639935727135281,0.33668195780592214,0.37689683753289915,8.978179663543528e-05,3.532149046581168e-07
2,17,300,140,0.0004688966110002468,0.000560934470916763,0.33485277177624084,0.38027654981348813,9.203785991651614e-05,3.6155285254579894e-07
2,17,300,150,0.00046435863134952626,0.0005581640514655817,0.33319526762079477,0.38333732427069683,9.380542011605542e-05,3.138801139002112e-07
2,17,300,160,0.00046010032378163146,0.0005557478268958249,0.33173360779164796,0.38600678229909685,9.564750311419346e-05,3.331332598666137e-07
2,17,300,170,0.0004565282274562321,0.0005539636833962192,0.3306655626938664,0.3879779137280434,9.743545593998704e-05,3.675456727858517e-07
2,17,300,180,0.0004530775226765371,0.0005520255994451162,0.32953518589783926,0.3901191194039321,9.894807676857909e-05,3.200916385281971e-07
2,17,300,190,0.0004501438463773155,0.0005505754667414209,0.3286569787633198,0.3917212338913759,0.00010043162036410536,3.6580800366614596e-07
2,17,300,200,0.00044744723740741676,0.0005495192404847415,0.3280140822662361,0.3928881583966521,0.00010207200307732478,3.7231252880687293e-07
2,17,300,210,0.0004451031370145131,0.0005484150942063337,0.3273805435137547,0.3941080252022117,0.00010331195719182062,3.689910867965551e-07
2,17,300,220,0.0004431532185975584,0.0005475307541882302,0.3268264477765115,0.3950850488575086,0.00010437753559067176,2.9787387711976976e-07
2,17,300,230,0.0004413870955577437,0.000546656746225338,0.32630850402892975,0.3960506576020894,0.0001052696506675943,3.1827535362793924e-07
2,17,300,240,0.000439870707104717,0.0005461295519868514,0.3260034185987024,0.39663310466022683,0.00010625884488213444,5.484679959089078e-07
2,17,300,250,0.0004385681247960349,0.0005456443312112924,0.3257031363018541,0.3971691792085429,0.0001070762064152575,3.291361267976356e-07
2,17,300,260,0.0004374793059298554,0.0005452026728924864,0.3254428055261087,0.39765712571802864,0.00010772336696263096,3.4831248796329817e-07
2,17,300,270,0.0004366427172204368,0.0005449293759482998,0.32528221548454894,0.3979590656663793,0.00010828665872786303,3.4063504017467494e-07
2,17,300,280,0.0004359600066052849,0.000544625480880967,0.3250943940747675,0.3982948105873758,0.00010866547427568207,3.982177767536399e-07
2,17,300,290,0.00043536632793639285,0.000544510789744379,0.3250245836070462,0.3984215219780235,0.0001091444618079862,3.6297764383075304e-07
2,17,300,300,0.00043494211611871947,0.0005443842903964935,0.32496049529618176,0.3985612791446491,0.00010944217427777403,4.861051006166406e-08
2,17,400,0,0.0009060692949702798,0.0009051367521237808,0.5391555637979764,0.0,-9.325428464990182e-07,3.514777158208915e-08
2,17,400,10,0.0006847677569012944,0.0007135551168815368,0.42499126588336367,0.21166043119199787,2.87873599802424e-05,3.2213480372078607e-07
2,17,400,20,0.0006322241672478413,0.000677727966987618,0.4041879676624376,0.2512424609900978,4.5503799739776696e-05,3.092353355604871e-07
2,17,400,30,0.0005971908815993743,0.000653927883188743,0.39026486944749195,0.27753692284133885,5.6737001589368674e-05,3.1662784794050935e-07
2,17,400,40,0.0005707373774370694,0.0006353350015437798,0.37930050757768186,0.29807843947000023,6.459762410671033e-05,3.245668298568205e-07
2,17,400,50,0.0005503547099898753,0.0006201049099594513,0.37023552166920126,0.31490472737466557,6.975019996957599e-05,3.14442774485002e-07
2,17,400,60,0.0005343489520051037,0.0006077248212577047,0.3628588529963963,0.32858231661485326,7.337586925260098e-05,2.95605516176245e-07
2,17,400,70,0.0005219544573833446,0.0005975241068512105,0.3567404541772703,0.3398521212963664,7.556964946786593e-05,2.9191711470311077e-07
2,17,400,80,0.000510798148768643,0.0005889388997282197,0.35157672312107024,0.3493371047564312,7.814075095957662e-05,3.7183159073972405e-07
2,17,400,90,0.0005016531073209762,0.000581441462529142,0.3470670352680827,0.3576203140963303,7.978835520816574e-05,3.406124422511425e-07
2,17,400,100,0.000493817079185277,0.00057540781726928,0.3435088191026807,0.36428631815119256,8.159073808400308e-05,2.9172071480676465e-07
2,17,400,110,0.00048718219672494456,0.0005704434189635066,0.34052063870876736,0.36977101236355897,8.326122223856203e-05,3.1689781176957865e-07
2,17,400,120,0.0004812451450408872,0.0005654384176505545,0.337468270104182,0.3753005649987918,8.419327260966725e-05,3.232206261527537e-07
2,17,400,130,0.00047566322925263194,0.0005621510287667775,0.3355502253416489,0.37893249009305363,8.648779951414554e-05,3.6105032852340457e-07
2,17,400,140,0.00047043409771063693,0.0005586953570073661,0.3335057128824701,0.3827503350223454,8.826125929672912e-05,3.70008620853568e-07
2,17,400,150,0.0004660929519815227,0.0005556028709428062,0.3315908218837649,0.3861669304233207,8.950991896128357e-05,3.506210390913367e-07
2,17,400,160,0.0004620205565331048,0.0005531441557788952,0.3301240271812276,0.3888833322909302,9.112359924579039e-05,3.474744327824908e-07
2,17,400,170,0.0004581117612687535,0.0005508849736788335,0.3287642055447577,0.3913792889458344,9.277321241007996e-05,4.15441263390548e-07
2,17,400,180,0.0004544413899179034,0.000548927289965917,0.32765066362662765,0.39354214854503095,9.44859000480136e-05,3.477571210996899e-07
2,17,400,190,0.00045126784598714664,0.0005471492194892846,0.32656342314294307,0.39550657046521076,9.588137350213799e-05,3.272120330244377e-07
2,17,400,200,0.00044824035796509065,0.0005454375846802861,0.3255394838688517,0.3973975938989432,9.719722671519548e-05,3.0723317956393714e-07
2,17,400,210,0.0004455864546528687,0.000544088456397418,0.32472899832373514,0.3988881181536512,9.850200174454926e-05,3.8793740042564195e-07
2,17,400,220,0.0004432126114242152,0.0005426364830327657,0.3238643592076187,0.40049226621331785,9.942387160855048e-05,3.073716188239928e-07
2,17,400,230,0.00044080162135351486,0.0005414852912117851,0.3231793376753558,0.4017641091898398,0.00010068366985827026,3.080679477074355e-07
2,17,400,240,0.0004385029811029284,0.0005405783093923588,0.32264380074684595,0.4027661476302171,0.00010207532828943044,3.018893944828349e-07
2,17,400,250,0.0004364286968314701,0.0005396325891933174,0.3220795450579317,0.40381098444280095,0.00010320389236184724,3.50614526078985e-07
2,17,400,260,0.00043462368060254164,0.0005387860001189182,0.3215720890311786,0.40474630065044886,0.00010416231951637656,3.2205740641000347e-07
2,17,400,270,0.0004329559942153338,0.0005380995970902802,0.3211599032556478,0.4055046424446887,0.0001051436028749464,3.745778146546641e-07
2,17,400,280,0.00043144980102560737,0.0005375753063052713,0.3208511922875914,0.40608388175165394,0.00010612550527966391,3.546626190509272e-07
2,17,400,290,0.00043002283393711593,0.0005370444168057986,0.3205369673050882,0.4066704113541996,0.00010702158286868269,3.562029711190462e-07
2,17,400,300,0.00042872792177028884,0.0005365700671848828,0.3202623728911931,0.4071944753918192,0.00010784214541459392,3.4876015231333213e-07
2,17,400,310,0.00042760201604252757,0.0005361878101286521,0.32003870148309943,0.4076167950637734,0.00010858579408612457,3.49514589270683e-07
2,17,400,320,0.0004265754412440259,0.0005357959573508708,0.31980674234000617,0.40804971614101604,0.00010922051610684491,3.554143952477773e-07
2,17,400,330,0.0004257217393153212,0.0005356385677526276,0.31970869736869645,0.4082236010240173,0.00010991682843730644,3.2943938799157024e-07
2,17,400,340,0.0004249641744333843,0.0005351666672943622,0.31942340131445235,0.408744959213438,0.00011020249286097794,3.366487391076589e-07
2,17,400,350,0.0004242827448646125,0.0005351024664683734,0.31938821538915363,0.4088158886346974,0.00011081972160376097,5.04533188783185e-07
2,17,400,360,0.00042373541625373434,0.000534868999908511,0.3192483912071111,0.40907382375810797,0.00011113358365477666,3.041119950308868e-07
2,17,400,370,0.0004232499153822289,0.0005346026151844541,0.31908759883936,0.4093681270481157,0.00011135269980222517,3.3527687870460454e-07
2,17,400,380,0.0004228528023553224,0.0005346743318526137,0.31913685716881446,0.4092888940836036,0.0001118215294972913,3.303972117008058e-07
2,17,400,390,0.00042252505749296176,0.0005344429336062717,0.3189877020822678,0.4095445441230027,0.00011191787611330994,3.582673377966472e-07
2,17,400,400,0.0004222771577246931,0.0005343620990760911,0.31895016216822114,0.4096338505509992,0.00011208494135139802,5.106443135005634e-08
2,17,500,0,0.0009060692949702798,0.0009051367521237808,0.5391555637979764,0.0,-9.325428464990182e-07,3.514777158208915e-08
2,17,500,10,0.0006847545608650307,0.0007135295983644596,0.4249726516463852,0.2116886241882687,2.877503749942889e-05,2.9668489243128704e-07
2,17,500,20,0.0006320852315582215,0.0006779462801986824,0.4043521037874598,0.25100126736874473,4.586104864046092e-05,2.961873208917609e-07
2,17,500,30,0.0005967952452081704,0.0006540132280221655,0.39036158048202196,0.2774426334058228,5.721798281399515e-05,3.0455331878620484e-07
2,17,500,40,0.0005706516206451795,0.0006350420922629496,0.37908536621216626,0.2984020472343992,6.439047161777012e-05,3.2103524416626783e-07
2,17,500,50,0.000550150328923138,0.000620051389471854,0.37020548034342937,0.3149638571000598,6.990106054871603e-05,3.1773210407148866e-07
2,17,500,60,0.0005343287075767478,0.0006075277784916011,0.3627159675161238,0.328800010533083,7.319907091485334e-05,2.913909846746776e-07
2,17,500,70,0.0005217490957161175,0.0005973521337878651,0.35667108861525776,0.3400421180708227,7.560303807174762e-05,3.030721509311718e-07
2,17,500,80,0.0005110197780719972,0.000589162001304544,0.3517690266507998,0.34909062092313103,7.814222323254683e-05,3.339531569057641e-07
2,17,500,90,0.0005021529778463929,0.0005812567823504367,0.34696483092011476,0.3578243497608551,7.910380450404375e-05,3.6350378906924163e-07
2,17,500,100,0.0004941840366328165,0.0005750866492206796,0.34329202354365407,0.3646411463557117,8.090261258786313e-05,3.56745224916466e-07
2,17,500,110,0.0004875742115402204,0.0005700879163654804,0.3403029973833327,0.37016377356477204,8.251370482525999e-05,3.22541943376109e-07
2,17,500,120,0.0004814747046566481,0.0005651395975565521,0.33734568674299226,0.3756307030616881,8.366489289990398e-05,3.4717409724827064e-07
2,17,500,130,0.00047620280921734093,0.0005612260521044021,0.3349967341946467,0.3799544093336601,8.50232428870612e-05,3.83479411225629e-07
2,17,500,140,0.00047132380955083875,0.0005579000605919759,0.3330243384989444,0.38362898282172386,8.65762510411372e-05,3.401760427790279e-07
2,17,500,150,0.00046701357782197306,0.0005547472520568419,0.33110220762046083,0.38711222281583124,8.773367423486889e-05,3.5684038324212963e-07
2,17,500,160,0.00046290514734614874,0.0005522910854320884,0.32966957966164046,0.38982580904353714,8.938593808593964e-05,3.45374757459993e-07
2,17,500,170,0.00045950904982206,0.0005497642140017689,0.328133830886145,0.39261751032446573,9.025516417970891e-05,3.117578488698314e-07
2,17,500,180,0.0004556319111621576,0.0005474718350608754,0.3267647041247983,0.39515014302942963,9.183992389871776e-05,3.2410495443002674e-07
2,17,500,190,0.00045278778907587025,0.0005455666459059927,0.32564393912343803,0.39725500635578603,9.277885683012244e-05,3.3439046109862147e-07
2,17,500,200,0.00044975414077441656,0.0005438461265079297,0.32459141157869453,0.3991558455317735,9.409198573351318e-05,3.3893092998837915e-07
2,17,500,210,0.0004470743770088603,0.0005424184076030514,0.3237491985601082,0.4007331971325437,9.534403059419105e-05,3.3096214846484173e-07
2,17,500,220,0.0004448236249601223,0.0005406865017274498,0.3227180142821453,0.4026466161507615,9.586287676732752e-05,3.808751081191275e-07
2,17,500,230,0.00044246599321162705,0.0005398872353321593,0.3222400115164419,0.4035296500054969,9.742124212053227e-05,3.2577056274796234e-07
2,17,500,240,0.0004398695248752915,0.000538526069213674,0.3214405289872957,0.4050334737263784,9.865654433838245e-05,3.264820452875128e-07
2,17,500,250,0.00043767743293443573,0.0005374814820786611,0.32080024099286675,0.4061875392668195,9.980404914422536e-05,3.592861976819961e-07
2,17,500,260,0.000435832967836447,0.0005364720536267242,0.3201917527740079,0.40730276130323373,0.00010063908579027725,3.5322059654951943e-07
2,17,500,270,0.0004338422463625591,0.0005357134197154778,0.31973184152229805,0.4081409041689017,0.00010187117335291873,3.6899586597360923e-07
2,17,500,280,0.00043213703612821064,0.0005349513274541806,0.3192795163658957,0.4089828678384898,0.00010281429132596998,3.5066183123877437e-07
2,17,500,290,0.000430400235192252,0.0005343164247424426,0.3189109290951819,0.40968431180289444,0.00010391618955019055,3.366752302502718e-07
2,17,500,300,0.00042866886422920913,0.0005334238805172475,0.31838431845335435,0.4106703995107472,0.0001047550162880384,3.5435726464250195e-07
2,17,500,310,0.00042724348761780107,0.0005328545685721053,0.318047152829422,0.4112993784399603,0.00010561108095430427,3.219704655110789e-07
2,17,500,320,0.00042572011974328916,0.0005323891070734277,0.3177759297968805,0.41181362283185524,0.00010666898733013852,3.7941470565350244e-07
2,17,500,330,0.0004245884916116438,0.0005319581240108562,0.31750943042243307,0.41228977526027033,0.00010736963239921238,3.5034562806401937e-07
2,17,500,340,0.0004233917809468579,0.0005314218617353816,0.3171753149063079,0.41288224073492513,0.00010803008078852372,3.604378342458858e-07
2,17,500,350,0.0004222461928193866,0.000531100248833738,0.3169949745624763,0.41323756041550275,0.00010885405601435139,3.8723374595761584e-07
2,17,500,360,0.00042125336495502097,0.0005306871907553301,0.3167665906585171,0.41369390922405425,0.00010943382580030914,3.3241749020085365e-07
2,17,500,370,0.00042025928486744135,0.000530352939646761,0.31655272397892986,0.41406319166428757,0.00011009365477931965,3.4165932460972215e-07
2,17,500,380,0.00041942020716412287,0.0005300603885096677,0.3163847533232911,0.4143864037495408,0.00011064018134554487,3.679155844427129e-07
2,17,500,390,0.00041862486775201546,0.0005298090654211052,0.31623760193633643,0.41466406686284696,0.00011118419766908971,3.5988915270124266e-07
2,17,500,400,0.0004179073027650304,0.0005294702392273365,0.3160338745865374,0.41503840388205837,0.00011156293646230608,3.302725721798794e-07
2,17,500,410,0.0004172483172517616,0.0005293459090278674,0.3159676976611081,0.4151757645617318,0.00011209759177610579,3.642280173021817e-07
2,17,500,420,0.0004165956372848001,0.0005289926409677292,0.31574919894228515,0.4155660570333492,0.00011239700368292915,3.716132908060388e-07
2,17,500,430,0.0004160737802827441,0.0005288706712676117,0.31568328269349877,0.41570080982051794,0.00011279689098486756,3.189764543609641e-07
2,17,500,440,0.00041558063763602604,0.0005287168373708795,0.3155876075334163,0.41587076634517706,0.00011313619973485345,3.7902607452622306e-07
2,17,500,450,0.00041521636113373006,0.0005286170364353637,0.31552800887220656,0.415981026960804,0.00011340067530163367,3.2240235925407035e-07
2,17,500,460,0.0004148857004047102,0.0005286027321389497,0.31552078225195146,0.41599683042517605,0.00011371703173423953,4.0132911705015317e-07
2,17,500,470,0.00041458210480271873,0.0005283682776298093,0.31538079242181993,0.4162558570403149,0.00011378617282709058,3.594561983621958e-07
2,17,500,480,0.0004143548565167521,0.0005283250463889999,0.31535520399756933,0.41630361914997177,0.00011397018987224783,3.436112323562668e-07
2,17,500,490,0.00041407965012574266,0.0005282901574830134,0.3153385706300469,0.4163421646028049,0.00011421050735727079,3.8863613871509273e-07
2,17,500,500,0.0004139205208701924,0.0005282098038996708,0.31529170117300964,0.41643093967812267,0.00011428928302947838,5.1138826284713446e-08
2,17,600,0,0.0009060692949702798,0.0009051367521237808,0.5391555637979764,0.0,-9.325428464990182e-07,3.514777158208915e-08
2,17,600,10,0.0006847938270126974,0.0007135854682758236,0.42500887571986823,0.21162689880673613,2.8791641263126166e-05,3.6311566720126365e-07
2,17,600,20,0.0006322563999674458,0.0006780838441500237,0.40442091513614287,0.25084928596812384,4.582744418257789e-05,3.193448250282671e-07
2,17,600,30,0.0005970934878938294,0.0006541573742495643,0.39045404500666336,0.2772833798708619,5.7063886355734894e-05,2.923725677117517e-07
2,17,600,40,0.0005710250111050641,0.000635857126539463,0.37962982156477665,0.2975015929388455,6.483211543439893e-05,3.031755322346896e-07
2,17,600,50,0.000550467992756154,0.000620254702425882,0.37030724772375834,0.31473923584415464,6.9786709669728e-05,3.0095317704592617e-07
2,17,600,60,0.0005345970213568307,0.0006079359099082637,0.3629813046864001,0.3283491047271868,7.3338888551433e-05,3.0115021920629204e-07
2,17,600,70,0.0005222636492465682,0.0005977022096175233,0.3568434207172686,0.33965535239277816,7.543856037095509e-05,3.580115254253613e-07
2,17,600,80,0.0005114846511098392,0.000589340225978674,0.3518145688049117,0.34889371733512425,7.785557486883476e-05,3.282067868592975e-07
2,17,600,90,0.0005023057274975429,0.0005814213265296075,0.3470582779536926,0.35764256045798476,7.911559903206467e-05,3.084388374707814e-07
2,17,600,100,0.000494492302676619,0.0005752702610486438,0.3434111581536854,0.36443829101088865,8.077795837202473e-05,3.4909576918096263e-07
2,17,600,110,0.0004880461589742424,0.0005700852093504238,0.3402643541512589,0.3701667642897097,8.203905037618142e-05,3.4690686234739587e-07
2,17,600,120,0.0004822354430160658,0.000565123358757802,0.33729811514058383,0.3756486437747483,8.288791574173615e-05,3.0656783089888506e-07
2,17,600,130,0.00047715149653981825,0.000561149247992887,0.33494353858077375,0.3800392629332238,8.399775145306876e-05,3.2234620694904237e-07
2,17,600,140,0.0004723294448254478,0.0005577235229949906,0.33289927111673023,0.38382402251773784,8.539407816954281e-05,3.364529217453338e-07
2,17,600,150,0.00046796970661944215,0.0005546283936581631,0.33101189655553753,0.38724353822027147,8.665868703872093e-05,3.269358445079362e-07
2,17,600,160,0.000464222854933638,0.0005518629818972443,0.32938015832405654,0.3902987801540789,8.764012696360624e-05,3.5261228426008984e-07
2,17,600,170,0.00046088444138092655,0.0005495417832754868,0.32798449236270244,0.39286325299899555,8.86573418945602e-05,3.3363929619056876e-07
2,17,600,180,0.00045733911501244506,0.0005471739022961941,0.32657109217052493,0.3954793007660724,8.983478728374905e-05,3.9375574290012594e-07
2,17,600,190,0.00045424238837021846,0.0005451286450988135,0.32533673158468446,0.3977389120265606,9.088625672859507e-05,3.266935124646153e-07
2,17,600,200,0.0004512716053071131,0.0005434506069601497,0.32433911724274367,0.39959281767642685,9.217900165303661e-05,4.317424706634654e-07
2,17,600,210,0.0004487065079210595,0.0005417857232892231,0.32336602265695547,0.4014321901988884,9.307921536816366e-05,3.5307122314698347e-07
2,17,600,220,0.00044655665718629223,0.0005402134789509461,0.32240903815909405,0.40316921428346786,9.365682176465384e-05,3.1056964433506806e-07
2,17,600,230,0.00044432095136848204,0.000539212244701659,0.3218087346176617,0.4042753833202878,9.489129333317692e-05,3.84080199644643e-07
2,17,600,240,0.0004418136350192725,0.0005379968861891626,0.3210897178714731,0.405618118006118,9.618325116989013e-05,3.684437452911027e-07
2,17,600,250,0.0004395819332927431,0.0005366734317338029,0.3203270961457747,0.4070802776767473,9.70914984410598e-05,3.5870596137854704e-07
2,17,600,260,0.00043775968931036857,0.0005356702221899212,0.3197030010587696,0.40818862902976416,9.791053287955265e-05,3.6606256181848096e-07
2,17,600,270,0.00043579976555996325,0.0005347691883716976,0.3191593246147022,0.4091840960861061,9.896942281173438e-05,3.5541540233108293e-07
2,17,600,280,0.0004340874880952583,0.0005340344845343736,0.3187174832519304,0.4099958008761283,9.994699643911531e-05,3.6561862337691764e-07
2,17,600,290,0.0004323107140891125,0.0005332509400890473,0.31827462975252274,0.4108614650351494,0.0001009402259999348,3.7159007493237084e-07
2,17,600,300,0.0004304412842781602,0.0005322569005112854,0.3176696642585739,0.41195968535979044,0.00010181561623312518,3.280017373263888e-07
2,17,600,310,0.0004289124691414514,0.0005317088263225855,0.31734754123226594,0.41256520070033303,0.00010279635718113411,3.822749579107665e-07
2,17,600,320,0.00042720248878502787,0.0005310047988853484,0.3169193039439051,0.41334301403692036,0.00010380231010032048,3.6175927475845526e-07
2,17,600,330,0.00042603986910094704,0.000530598410870553,0.31666205866895325,0.4137919937229642,0.000104558541769606,3.2617321588102044e-07
2,17,600,340,0.00042467848117766493,0.0005298619070988053,0.31621860512586863,0.4146056870903141,0.00010518342592114038,3.6057695829150305e-07
2,17,600,350,0.0004233429275863898,0.0005294159575370827,0.3159628330686246,0.41509837458828197,0.0001060730299506929,3.6307501072307957e-07
2,17,600,360,0.0004221880034656067,0.000528900698839152,0.31566089930311136,0.4156676351963853,0.00010671269537354533,3.747661611042119e-07
2,17,600,370,0.0004210627546719081,0.00052838113992415,0.3153332418532955,0.41624164670766567,0.00010731838525224191,4.038031538033948e-07
2,17,600,380,0.0004199610867399173,0.0005280638944658023,0.31515292956100893,0.4165921412131682,0.00010810280772588499,3.499359336744945e-07
2,17,600,390,0.0004189732223807141,0.0005276492148809098,0.3149064370900305,0.4170502814708911,0.00010867599250019566,3.6368855294011126e-07
2,17,600,400,0.00041803699668818695,0.0005272059830172537,0.3146530414232984,0.41753996644127384,0.0001091689863290668,4.4875951665801495e-07
2,17,600,410,0.00041704493423821987,0.0005270191848669725,0.3145537180671454,0.4177463420522994,0.00010997425062875266,4.305118386227491e-07
2,17,600,420,0.0004161171629490923,0.0005266227964693115,0.3143228390681543,0.4181842741070203,0.00011050563352021925,3.359557333437735e-07
2,17,600,430,0.0004153049699091582,0.0005263758484765901,0.3141682093992131,0.41845710359067784,0.00011107087856743192,4.045694199650285e-07
2,17,600,440,0.00041459695605894353,0.0005261385886932146,0.3140393339099319,0.41871922948802853,0.00011154163263427108,3.512064493671474e-07
2,17,600,450,0.00041396747683286605,0.0005260254606707093,0.31396589545420284,0.41884421394174765,0.00011205798383784327,4.532879829266534e-07
2,17,600,460,0.0004132558030658373,0.0005258711382509773,0.31387932746838487,0.4190147101892704,0.00011261533518514,3.664506419420732e-07
2,17,600,470,0.0004126164399718135,0.0005254566547598927,0.31363386113480374,0.4194726338014893,0.00011284021478807915,3.3283022904395665e-07
2,17,600,480,0.00041220600722802203,0.000525385266771039,0.31358966328889437,0.4195515036393189,0.000113179259543017,3.998687645445642e-07
